name,value,year,lastValue,rank
Strategy,267,2015.6,263,7
Indie,266,2014.7,247,4
RPG,266,2017.7,257,8
Simulation,265,2016.1,258,6
Free to Play,265,2018.1,258,9
Strategy,263,2015.5,260,7
Strategy,260,2015.4,256,7
Action,258,2009.9,252,1
Casual,258,2014.2,237,3
RPG,257,2017.6,251,8
Strategy,256,2015.3,251,7
Action,252,2009.8,240,1
Strategy,251,2015.2,250,7
RPG,251,2017.5,247,8
Strategy,250,2015.1,249,7
Adventure,247,2013.9,235,2
Indie,247,2014.6,236,4
RPG,247,2017.4,244,8
Sexual Content,245,2018.6,241,10
Sexual Content,245,2018.7,245,10
Sexual Content,245,2018.8,245,10
Sexual Content,245,2018.9,245,10
Sexual Content,245,2019.1,245,10
Sexual Content,245,2019.2,245,10
RPG,244,2017.3,239,8
Sexual Content,241,2018.5,231,10
Action,240,2009.7,232,1
RPG,239,2017.2,233,8
Violent,238,2017.4,210,5
Casual,237,2014.1,224,3
Indie,236,2014.5,221,4
Adventure,235,2013.8,225,2
Simulation,235,2015.9,230,6
Strategy,234,2014.9,232,7
RPG,233,2017.1,226,8
Free to Play,233,2017.9,224,9
Action,232,2009.6,218,1
Strategy,232,2014.8,226,7
Sexual Content,231,2018.4,222,10
Simulation,230,2015.8,223,6
Strategy,226,2014.7,222,7
Adventure,225,2013.7,211,2
Free to Play,224,2017.8,219,9
Simulation,223,2015.7,218,6
Strategy,222,2014.6,217,7
Sexual Content,222,2018.3,216,10
Indie,221,2014.4,205,4
Free to Play,219,2017.7,211,9
Action,218,2009.5,206,1
Simulation,218,2015.6,215,6
Strategy,217,2014.5,214,7
RPG,216,2016.9,209,8
Sexual Content,216,2018.2,201,10
Simulation,215,2015.5,209,6
Strategy,214,2014.4,209,7
Adventure,211,2013.6,201,2
Free to Play,211,2017.6,197,9
Violent,210,2017.3,193,5
Strategy,209,2014.3,207,7
Simulation,209,2015.4,205,6
RPG,209,2016.8,207,8
Strategy,207,2014.2,204,7
RPG,207,2016.7,203,8
Action,206,2009.4,190,1
Indie,205,2014.3,193,4
Simulation,205,2015.3,201,6
Strategy,204,2014.1,193,7
RPG,203,2016.6,200,8
Adventure,201,2013.5,197,2
Simulation,201,2015.2,192,6
Sexual Content,201,2018.1,187,10
RPG,200,2016.5,192,8
Adventure,197,2013.4,193,2
Free to Play,197,2017.5,187,9
Adventure,193,2013.3,192,2
Indie,193,2014.2,173,4
Violent,193,2017.2,166,5
Adventure,192,2013.2,190,2
Casual,192,2013.9,188,3
Simulation,192,2015.1,181,6
RPG,192,2016.4,186,8
Action,190,2009.3,177,1
Adventure,190,2013.1,184,2
Casual,188,2013.8,175,3
Free to Play,187,2017.4,180,9
Strategy,186,2013.9,185,7
RPG,186,2016.3,183,8
Strategy,185,2013.8,182,7
RPG,183,2016.2,181,8
Strategy,182,2013.6,180,7
Strategy,182,2013.7,182,7
RPG,181,2016.1,178,8
Strategy,180,2013.5,178,7
Free to Play,180,2017.3,176,9
Strategy,178,2013.3,173,7
Strategy,178,2013.4,178,7
Action,177,2009.2,167,1
Free to Play,176,2017.2,172,9
Casual,175,2013.7,169,3
Adventure,174,2012.9,170,2
Strategy,173,2013.2,172,7
Indie,173,2014.1,164,4
Strategy,172,2013.1,171,7
Free to Play,172,2017.1,164,9
Adventure,170,2012.8,166,2
Strategy,169,2012.8,168,7
Strategy,169,2012.9,169,7
Casual,169,2013.6,168,3
RPG,169,2015.9,161,8
Strategy,168,2012.7,163,7
Casual,168,2013.5,166,3
Action,167,2009.1,165,1
Adventure,166,2012.7,162,2
Casual,166,2013.3,162,3
Casual,166,2013.4,166,3
Violent,166,2017.1,146,5
Strategy,163,2012.5,161,7
Strategy,163,2012.6,163,7
Adventure,162,2012.6,159,2
Casual,162,2013.2,159,3
Simulation,162,2014.9,158,6
Strategy,161,2012.4,160,7
RPG,161,2015.8,157,8
Strategy,160,2012.3,159,7
Strategy,159,2012.2,157,7
Adventure,159,2012.5,153,2
Casual,159,2013.1,159,3
Simulation,158,2014.8,142,6
Strategy,157,2012.1,156,7
RPG,157,2015.7,151,8
Strategy,153,2011.8,149,7
Strategy,153,2011.9,153,7
Adventure,153,2012.4,151,2
Casual,153,2012.9,152,3
Casual,152,2012.8,151,3
Sexual Content,152,2017.9,144,10
Action,151,2008.9,145,1
Adventure,151,2012.3,150,2
Casual,151,2012.7,149,3
RPG,151,2015.6,148,8
Free to Play,151,2016.9,140,9
Adventure,150,2012.2,143,2
Strategy,149,2011.7,147,7
Casual,149,2012.6,147,3
RPG,148,2015.5,145,8
Strategy,147,2011.6,142,7
Casual,147,2012.5,146,3
Casual,146,2012.3,144,3
Casual,146,2012.4,146,3
Action,145,2008.8,140,1
RPG,145,2015.4,144,8
Casual,144,2012.2,142,3
RPG,144,2015.2,137,8
RPG,144,2015.3,144,8
Sexual Content,144,2017.8,130,10
Adventure,143,2012.1,139,2
Strategy,142,2011.5,133,7
Casual,142,2012.1,141,3
Simulation,142,2014.7,136,6
Action,140,2008.7,132,1
Indie,140,2013.9,138,4
Free to Play,140,2016.8,130,9
Indie,138,2013.8,133,4
RPG,137,2015.1,134,8
Simulation,136,2014.6,128,6
Casual,134,2011.7,130,3
Casual,134,2011.8,134,3
Casual,134,2011.9,134,3
Strategy,133,2011.4,132,7
Indie,133,2013.7,123,4
Action,132,2008.6,126,1
Strategy,132,2011.3,127,7
Casual,130,2011.4,128,3
Casual,130,2011.5,130,3
Casual,130,2011.6,130,3
Free to Play,130,2016.7,119,9
Sexual Content,130,2017.7,120,10
Casual,128,2011.3,126,3
Simulation,128,2014.5,123,6
Strategy,127,2011.2,126,7
Action,126,2008.5,125,1
Strategy,126,2011.1,124,7
Casual,126,2011.2,125,3
Action,125,2008.4,120,1
Casual,125,2011.1,124,3
Adventure,125,2011.8,121,2
Adventure,125,2011.9,125,2
Indie,123,2013.6,121,4
Simulation,123,2014.4,119,6
RPG,123,2014.9,120,8
Strategy,121,2010.9,119,7
Adventure,121,2011.7,117,2
Indie,121,2013.5,118,4
Action,120,2008.3,119,1
Casual,120,2010.9,119,3
RPG,120,2014.8,118,8
Sexual Content,120,2017.6,104,10
Action,119,2008.2,116,1
Casual,119,2010.8,115,3
Strategy,119,2010.8,118,7
Simulation,119,2014.3,111,6
Free to Play,119,2016.6,116,9
Strategy,118,2010.7,117,7
Indie,118,2013.4,117,4
RPG,118,2014.7,117,8
Strategy,117,2010.6,114,7
Adventure,117,2011.6,114,2
Indie,117,2013.3,114,4
RPG,117,2014.6,113,8
Action,116,2008.1,111,1
Free to Play,116,2016.5,110,9
Casual,115,2010.6,113,3
Casual,115,2010.7,115,3
Strategy,114,2010.5,109,7
Adventure,114,2011.5,109,2
Indie,114,2013.2,109,4
Casual,113,2010.4,110,3
Casual,113,2010.5,113,3
RPG,113,2014.5,110,8
Simulation,111,2014.2,103,6
Casual,110,2010.3,108,3
RPG,110,2014.4,108,8
Free to Play,110,2016.4,104,9
Strategy,109,2010.4,104,7
Adventure,109,2011.4,105,2
Indie,109,2013.1,105,4
Casual,108,2010.2,98,3
RPG,108,2014.3,106,8
RPG,106,2014.2,102,8
Adventure,105,2011.3,102,2
Strategy,104,2010.3,103,7
Free to Play,104,2016.3,99,9
Sexual Content,104,2017.5,96,10
Strategy,103,2010.2,102,7
Simulation,103,2014.1,100,6
Strategy,102,2010.1,100,7
Adventure,102,2011.2,97,2
RPG,102,2014.1,94,8
Indie,100,2012.8,97,4
Indie,100,2012.9,100,4
Free to Play,99,2016.2,92,9
Casual,98,2010.1,85,3
Adventure,97,2011.1,93,2
Indie,97,2012.7,91,4
Sexual Content,96,2017.4,86,10
Strategy,93,2009.9,91,7
Free to Play,92,2016.1,86,9
Action,91,2007.9,90,1
Strategy,91,2009.8,84,7
Indie,91,2012.6,86,4
Action,90,2007.8,86,1
Adventure,90,2010.9,89,2
Simulation,90,2013.9,88,6
Adventure,89,2010.8,87,2
Simulation,88,2013.8,82,6
Adventure,87,2010.7,81,2
Action,86,2007.7,82,1
Indie,86,2012.5,83,4
Sexual Content,86,2017.3,80,10
RPG,85,2013.9,84,8
Strategy,84,2009.7,80,7
RPG,84,2013.8,83,8
Indie,83,2012.3,77,4
Indie,83,2012.4,83,4
RPG,83,2013.7,82,8
Action,82,2007.6,81,1
RPG,82,2013.6,80,8
Simulation,82,2013.7,78,6
Action,81,2007.5,60,1
Adventure,81,2010.6,77,2
Strategy,80,2009.6,78,7
RPG,80,2013.4,79,8
RPG,80,2013.5,80,8
Sexual Content,80,2017.2,73,10
RPG,79,2013.1,79,8
RPG,79,2013.2,79,8
RPG,79,2013.3,79,8
Strategy,78,2009.5,75,7
RPG,78,2012.9,76,8
Simulation,78,2013.6,77,6
Violent,78,2016.9,53,5
Adventure,77,2010.5,74,2
Indie,77,2012.2,76,4
Simulation,77,2013.5,76,6
Indie,76,2012.1,73,4
RPG,76,2012.8,75,8
Simulation,76,2013.1,75,6
Simulation,76,2013.2,76,6
Simulation,76,2013.3,76,6
Simulation,76,2013.4,76,6
Strategy,75,2009.4,72,7
RPG,75,2012.7,72,8
Adventure,74,2010.4,70,2
Sexual Content,73,2017.1,68,10
Strategy,72,2009.3,69,7
Casual,72,2009.9,69,3
RPG,72,2012.5,70,8
RPG,72,2012.6,72,8
Simulation,71,2012.6,70,6
Simulation,71,2012.7,71,6
Simulation,71,2012.8,71,6
Simulation,71,2012.9,71,6
Adventure,70,2010.3,69,2
Simulation,70,2012.2,69,6
Simulation,70,2012.3,70,6
Simulation,70,2012.4,70,6
RPG,70,2012.4,69,8
Simulation,70,2012.5,70,6
Strategy,69,2009.2,67,7
Casual,69,2009.7,65,3
Casual,69,2009.8,69,3
Adventure,69,2010.1,66,2
Adventure,69,2010.2,69,2
Indie,69,2011.9,68,4
Simulation,69,2012.1,69,6
RPG,69,2012.3,68,8
Free to Play,69,2015.9,64,9
Indie,68,2011.8,66,4
RPG,68,2012.2,65,8
Strategy,67,2009.1,65,7
Simulation,67,2011.7,63,6
Simulation,67,2011.8,67,6
Simulation,67,2011.9,67,6
Indie,66,2011.7,65,4
Casual,65,2009.6,64,3
Indie,65,2011.5,62,4
Indie,65,2011.6,65,4
RPG,65,2012.1,63,8
Casual,64,2009.5,62,3
Free to Play,64,2015.8,61,9
Simulation,63,2011.6,62,6
Casual,62,2009.4,53,3
Adventure,62,2009.9,58,2
Indie,62,2011.4,60,4
Simulation,62,2011.5,61,6
Simulation,61,2011.3,59,6
Simulation,61,2011.4,61,6
Free to Play,61,2015.7,60,9
Action,60,2007.4,57,1
Indie,60,2011.3,59,4
Free to Play,60,2015.6,58,9
Simulation,59,2011.1,59,6
Indie,59,2011.2,54,4
Simulation,59,2011.2,59,6
RPG,59,2011.8,58,8
RPG,59,2011.9,59,8
Adventure,58,2009.8,55,2
RPG,58,2011.7,57,8
Free to Play,58,2015.5,53,9
Action,57,2007.3,54,1
RPG,57,2011.6,53,8
Adventure,55,2009.7,45,2
Simulation,55,2010.7,51,6
Simulation,55,2010.8,55,6
Simulation,55,2010.9,55,6
Action,54,2007.2,53,1
Strategy,54,2008.9,53,7
Indie,54,2011.1,54,4
Action,53,2007.1,53,1
Strategy,53,2008.8,50,7
Casual,53,2009.2,49,3
Casual,53,2009.3,53,3
RPG,53,2011.5,52,8
Free to Play,53,2015.4,49,9
Violent,53,2016.8,39,5
RPG,52,2011.4,51,8
Simulation,51,2010.6,49,6
RPG,51,2011.1,50,8
RPG,51,2011.2,51,8
RPG,51,2011.3,51,8
Strategy,50,2008.7,47,7
Casual,49,2009.1,43,3
Simulation,49,2010.5,48,6
Indie,49,2010.8,47,4
Indie,49,2010.9,49,4
Free to Play,49,2015.2,46,9
Free to Play,49,2015.3,49,9
Simulation,48,2010.4,43,6
Strategy,47,2008.6,41,7
Indie,47,2010.7,44,4
RPG,47,2010.8,46,8
RPG,47,2010.9,47,8
Sexual Content,47,2016.9,40,10
RPG,46,2010.7,41,8
Free to Play,46,2015.1,39,9
Adventure,45,2009.6,42,2
Indie,44,2010.6,42,4
Simulation,43,2010.3,41,6
Adventure,42,2009.5,36,2
Indie,42,2010.5,41,4
Strategy,41,2008.4,40,7
Strategy,41,2008.5,41,7
Simulation,41,2010.1,39,6
Simulation,41,2010.2,41,6
Indie,41,2010.4,40,4
RPG,41,2010.6,39,8
Strategy,40,2008.2,39,7
Strategy,40,2008.3,40,7
Indie,40,2010.3,39,4
Sexual Content,40,2016.8,36,10
Strategy,39,2008.1,39,7
Indie,39,2010.1,38,4
Indie,39,2010.2,39,4
RPG,39,2010.4,38,8
RPG,39,2010.5,39,8
Violent,39,2016.7,29,5
Casual,38,2008.9,36,3
RPG,38,2010.3,37,8
Strategy,37,2007.5,30,7
Strategy,37,2007.6,37,7
Strategy,37,2007.7,37,7
Strategy,37,2007.8,37,7
Strategy,37,2007.9,37,7
RPG,37,2010.1,36,8
RPG,37,2010.2,37,8
Casual,36,2008.8,35,3
Adventure,36,2009.4,21,2
Indie,36,2009.8,33,4
Indie,36,2009.9,36,4
Simulation,36,2009.9,32,6
Sexual Content,36,2016.7,29,10
Casual,35,2008.7,32,3
Action,34,2006.8,33,1
Action,34,2006.9,34,1
Action,33,2006.7,27,1
Indie,33,2009.7,31,4
Casual,32,2008.4,30,3
Casual,32,2008.5,32,3
Casual,32,2008.6,32,3
Simulation,32,2009.8,31,6
Indie,31,2009.6,29,4
Simulation,31,2009.7,29,6
RPG,31,2009.9,30,8
Free to Play,31,2014.9,28,9
Strategy,30,2007.4,29,7
Casual,30,2008.3,21,3
RPG,30,2009.8,24,8
Strategy,29,2007.2,25,7
Strategy,29,2007.3,29,7
Indie,29,2009.5,28,4
Simulation,29,2009.6,27,6
Violent,29,2016.6,27,5
Sexual Content,29,2016.6,28,10
Indie,28,2009.4,26,4
Free to Play,28,2014.7,26,9
Free to Play,28,2014.8,28,9
Sexual Content,28,2016.5,26,10
Action,27,2006.6,24,1
Simulation,27,2009.5,19,6
Violent,27,2016.5,24,5
Indie,26,2009.3,25,4
Free to Play,26,2014.6,25,9
Sexual Content,26,2016.4,25,10
Strategy,25,2007.1,23,7
Indie,25,2009.1,24,4
Indie,25,2009.2,25,4
Free to Play,25,2014.5,21,9
Sexual Content,25,2016.3,21,10
Action,24,2006.4,23,1
Action,24,2006.5,24,1
RPG,24,2009.7,22,8
Violent,24,2016.4,21,5
Action,23,2006.3,22,1
Strategy,23,2006.9,21,7
Action,22,2006.2,19,1
RPG,22,2009.5,21,8
RPG,22,2009.6,22,8
Strategy,21,2006.8,18,7
Casual,21,2008.2,14,3
Adventure,21,2009.3,17,2
RPG,21,2009.3,18,8
RPG,21,2009.4,21,8
Free to Play,21,2014.4,20,9
Sexual Content,21,2016.2,20,10
Violent,21,2016.3,19,5
Free to Play,20,2014.2,18,9
Free to Play,20,2014.3,20,9
Sexual Content,20,2016.1,18,10
Action,19,2006.1,19,1
Simulation,19,2009.4,17,6
Violent,19,2016.2,16,5
Action,18,2005.7,17,1
Strategy,18,2006.7,11,7
RPG,18,2009.2,15,8
Free to Play,18,2014.1,17,9
Action,17,2004.8,14,1
Action,17,2005.1,17,1
Action,17,2005.4,17,1
Action,17,2005.5,17,1
Indie,17,2008.9,15,4
Adventure,17,2009.1,17,2
Adventure,17,2009.2,17,2
Simulation,17,2009.3,12,6
Free to Play,16,2013.8,15,9
Free to Play,16,2013.9,16,9
Violent,16,2016.1,15,5
Indie,15,2008.8,14,4
Adventure,15,2008.9,14,2
RPG,15,2009.1,13,8
Free to Play,15,2013.6,14,9
Free to Play,15,2013.7,15,9
Action,14,2004.3,13,1
Casual,14,2008.1,14,3
Indie,14,2008.7,12,4
Adventure,14,2008.8,13,2
Free to Play,14,2013.5,13,9
Violent,14,2015.9,13,5
Adventure,13,2008.5,9,2
Adventure,13,2008.6,13,2
Adventure,13,2008.7,13,2
Free to Play,13,2013.1,13,9
Free to Play,13,2013.2,13,9
Free to Play,13,2013.3,13,9
Free to Play,13,2013.4,13,9
Violent,13,2015.6,12,5
Violent,13,2015.7,13,5
Violent,13,2015.8,13,5
Sexual Content,13,2015.9,12,10
Casual,12,2007.9,10,3
Indie,12,2008.6,10,4
Simulation,12,2009.2,11,6
Violent,12,2015.5,11,5
Sexual Content,12,2015.8,11,10
Action,11,2003.8,10,1
Strategy,11,2006.4,6,7
Strategy,11,2006.5,11,7
Strategy,11,2006.6,11,7
Simulation,11,2009.1,11,6
Violent,11,2015.1,11,5
Violent,11,2015.2,11,5
Violent,11,2015.3,11,5
Violent,11,2015.4,11,5
Sexual Content,11,2015.6,10,10
Sexual Content,11,2015.7,11,10
Action,10,2003.2,9,1
Action,10,2003.4,10,1
Casual,10,2007.7,9,3
Casual,10,2007.8,10,3
Indie,10,2008.4,9,4
Indie,10,2008.5,10,4
RPG,10,2008.7,9,8
RPG,10,2008.8,10,8
RPG,10,2008.9,10,8
Sexual Content,10,2015.5,7,10
Action,9,2001.3,7,1
Action,9,2001.9,9,1
Action,9,2002.5,9,1
Casual,9,2007.6,8,3
Indie,9,2008.3,8,4
Adventure,9,2008.4,8,2
RPG,9,2008.6,8,8
Simulation,9,2008.9,7,6
Free to Play,9,2012.9,8,9
Violent,9,2014.9,8,5
Casual,8,2007.3,6,3
Casual,8,2007.4,8,3
Casual,8,2007.5,8,3
Indie,8,2008.2,7,4
Adventure,8,2008.3,5,2
RPG,8,2008.4,7,8
RPG,8,2008.5,8,8
Free to Play,8,2012.3,7,9
Free to Play,8,2012.4,8,9
Free to Play,8,2012.5,8,9
Free to Play,8,2012.6,8,9
Free to Play,8,2012.7,8,9
Free to Play,8,2012.8,8,9
Violent,8,2014.5,7,5
Violent,8,2014.6,8,5
Violent,8,2014.7,8,5
Violent,8,2014.8,8,5
Indie,7,2007.4,5,4
Indie,7,2007.5,7,4
Indie,7,2007.6,7,4
