name,value,year,lastValue,rank
Indie,7,2007.7,7,4
Indie,7,2007.8,7,4
Indie,7,2007.9,7,4
Indie,7,2008.1,7,4
RPG,7,2008.1,7,8
RPG,7,2008.2,7,8
RPG,7,2008.3,7,8
Simulation,7,2008.8,6,6
Free to Play,7,2012.1,7,9
Free to Play,7,2012.2,7,9
Violent,7,2014.1,7,5
Violent,7,2014.2,7,5
Violent,7,2014.3,7,5
Violent,7,2014.4,7,5
Sexual Content,7,2015.4,6,10
Action,6,2000.8,4,1
Strategy,6,2006.1,5,7
Strategy,6,2006.2,6,7
Strategy,6,2006.3,6,7
Casual,6,2007.1,6,3
Casual,6,2007.2,6,3
RPG,6,2007.7,5,8
RPG,6,2007.8,6,8
RPG,6,2007.9,6,8
Simulation,6,2008.6,5,6
Simulation,6,2008.7,6,6
Violent,6,2013.5,5,5
Violent,6,2013.6,6,5
Violent,6,2013.7,6,5
Violent,6,2013.8,6,5
Violent,6,2013.9,6,5
Sexual Content,6,2015.2,5,10
Sexual Content,6,2015.3,6,10
Indie,5,2006.8,4,4
Casual,5,2006.9,3,3
Indie,5,2006.9,5,4
Indie,5,2007.1,5,4
RPG,5,2007.1,4,8
Indie,5,2007.2,5,4
RPG,5,2007.2,5,8
Indie,5,2007.3,5,4
RPG,5,2007.3,5,8
RPG,5,2007.4,5,8
RPG,5,2007.5,5,8
RPG,5,2007.6,5,8
Adventure,5,2008.2,4,2
Simulation,5,2008.5,4,6
Violent,5,2012.7,3,5
Violent,5,2012.8,5,5
Violent,5,2012.9,5,5
Violent,5,2013.1,5,5
Violent,5,2013.2,5,5
Violent,5,2013.3,5,5
Violent,5,2013.4,5,5
Sexual Content,5,2015.1,5,10
Action,4,1999.8,3,1
Indie,4,2006.6,3,4
Indie,4,2006.7,4,4
Adventure,4,2007.5,3,2
Adventure,4,2007.6,4,2
Adventure,4,2007.7,4,2
Adventure,4,2007.8,4,2
Adventure,4,2007.9,4,2
Adventure,4,2008.1,4,2
Simulation,4,2008.4,3,6
Free to Play,4,2011.9,3,9
Sexual Content,4,2014.9,3,10
Action,3,1999.1,2,1
Strategy,3,2005.1,2,7
Strategy,3,2005.4,3,7
Strategy,3,2005.5,3,7
Strategy,3,2005.7,3,7
Indie,3,2006.5,2,4
Casual,3,2006.7,2,3
Casual,3,2006.8,3,3
Adventure,3,2007.1,3,2
Adventure,3,2007.2,3,2
Adventure,3,2007.3,3,2
Adventure,3,2007.4,3,2
Violent,3,2007.4,2,5
Violent,3,2007.5,3,5
Violent,3,2007.6,3,5
Violent,3,2007.7,3,5
Violent,3,2007.8,3,5
Violent,3,2007.9,3,5
Violent,3,2008.1,3,5
Violent,3,2008.2,3,5
Violent,3,2008.3,3,5
Simulation,3,2008.3,0,6
Violent,3,2008.4,3,5
Violent,3,2008.5,3,5
Violent,3,2008.6,3,5
Violent,3,2008.7,3,5
Violent,3,2008.8,3,5
Violent,3,2008.9,3,5
Violent,3,2009.1,3,5
Violent,3,2009.2,3,5
Violent,3,2009.3,3,5
Violent,3,2009.4,3,5
Violent,3,2009.5,3,5
Violent,3,2009.6,3,5
Violent,3,2009.7,3,5
Violent,3,2009.8,3,5
Violent,3,2009.9,3,5
Violent,3,2010.1,3,5
Violent,3,2010.2,3,5
Violent,3,2010.3,3,5
Violent,3,2010.4,3,5
Violent,3,2010.5,3,5
Violent,3,2010.6,3,5
Violent,3,2010.7,3,5
Violent,3,2010.8,3,5
Violent,3,2010.9,3,5
Violent,3,2011.1,3,5
Violent,3,2011.2,3,5
Violent,3,2011.3,3,5
Free to Play,3,2011.3,1,9
Violent,3,2011.4,3,5
Free to Play,3,2011.4,3,9
Violent,3,2011.5,3,5
Free to Play,3,2011.5,3,9
Violent,3,2011.6,3,5
Free to Play,3,2011.6,3,9
Violent,3,2011.7,3,5
Free to Play,3,2011.7,3,9
Violent,3,2011.8,3,5
Free to Play,3,2011.8,3,9
Violent,3,2011.9,3,5
Violent,3,2012.1,3,5
Violent,3,2012.2,3,5
Violent,3,2012.3,3,5
Violent,3,2012.4,3,5
Violent,3,2012.5,3,5
Violent,3,2012.6,3,5
Sexual Content,3,2014.4,2,10
Sexual Content,3,2014.5,3,10
Sexual Content,3,2014.6,3,10
Sexual Content,3,2014.7,3,10
Sexual Content,3,2014.8,3,10
Action,2,1998.8,1,1
Strategy,2,2003.4,1,7
Strategy,2,2003.8,2,7
Strategy,2,2004.3,2,7
Strategy,2,2004.8,2,7
RPG,2,2005.5,1,8
Indie,2,2005.7,1,4
RPG,2,2005.7,2,8
Indie,2,2006.1,2,4
RPG,2,2006.1,2,8
Indie,2,2006.2,2,4
RPG,2,2006.2,2,8
Indie,2,2006.3,2,4
RPG,2,2006.3,2,8
Indie,2,2006.4,2,4
RPG,2,2006.4,2,8
Casual,2,2006.5,0,3
RPG,2,2006.5,2,8
Casual,2,2006.6,2,3
Violent,2,2006.6,1,5
RPG,2,2006.6,2,8
Violent,2,2006.7,2,5
RPG,2,2006.7,2,8
Violent,2,2006.8,2,5
RPG,2,2006.8,2,8
Violent,2,2006.9,2,5
RPG,2,2006.9,2,8
Violent,2,2007.1,2,5
Violent,2,2007.2,2,5
Violent,2,2007.3,2,5
Sexual Content,2,2014.1,2,10
Sexual Content,2,2014.2,2,10
Sexual Content,2,2014.3,2,10
Action,1,1997.3,0,1
Strategy,1,2001.9,0,7
Violent,1,2002.5,0,5
Strategy,1,2002.5,1,7
Violent,1,2003.2,1,5
Strategy,1,2003.2,1,7
Violent,1,2003.4,1,5
Violent,1,2003.8,1,5
Violent,1,2004.3,1,5
Violent,1,2004.8,1,5
Violent,1,2005.1,1,5
Indie,1,2005.4,0,4
Violent,1,2005.4,1,5
RPG,1,2005.4,0,8
Indie,1,2005.5,1,4
Violent,1,2005.5,1,5
Violent,1,2005.7,1,5
Violent,1,2006.1,1,5
Violent,1,2006.2,1,5
Violent,1,2006.3,1,5
Violent,1,2006.4,1,5
Violent,1,2006.5,1,5
Free to Play,1,2011.1,0,9
Free to Play,1,2011.2,1,9
Sexual Content,1,2013.7,0,10
Sexual Content,1,2013.8,1,10
Sexual Content,1,2013.9,1,10
Adventure,0,1997.3,0,2
Casual,0,1997.3,0,3
Indie,0,1997.3,0,4
Violent,0,1997.3,0,5
Simulation,0,1997.3,0,6
Strategy,0,1997.3,0,7
RPG,0,1997.3,0,8
Free to Play,0,1997.3,0,9
Sexual Content,0,1997.3,0,10
Adventure,0,1998.8,0,2
Casual,0,1998.8,0,3
Indie,0,1998.8,0,4
Violent,0,1998.8,0,5
Simulation,0,1998.8,0,6
Strategy,0,1998.8,0,7
RPG,0,1998.8,0,8
Free to Play,0,1998.8,0,9
Sexual Content,0,1998.8,0,10
Adventure,0,1999.1,0,2
Casual,0,1999.1,0,3
Indie,0,1999.1,0,4
Violent,0,1999.1,0,5
Simulation,0,1999.1,0,6
Strategy,0,1999.1,0,7
RPG,0,1999.1,0,8
Free to Play,0,1999.1,0,9
Sexual Content,0,1999.1,0,10
Adventure,0,1999.8,0,2
Casual,0,1999.8,0,3
Indie,0,1999.8,0,4
Violent,0,1999.8,0,5
Simulation,0,1999.8,0,6
Strategy,0,1999.8,0,7
RPG,0,1999.8,0,8
Free to Play,0,1999.8,0,9
Sexual Content,0,1999.8,0,10
Adventure,0,2000.8,0,2
Casual,0,2000.8,0,3
Indie,0,2000.8,0,4
Violent,0,2000.8,0,5
Simulation,0,2000.8,0,6
Strategy,0,2000.8,0,7
RPG,0,2000.8,0,8
Free to Play,0,2000.8,0,9
Sexual Content,0,2000.8,0,10
Adventure,0,2001.3,0,2
Casual,0,2001.3,0,3
Indie,0,2001.3,0,4
Violent,0,2001.3,0,5
Simulation,0,2001.3,0,6
Strategy,0,2001.3,0,7
RPG,0,2001.3,0,8
Free to Play,0,2001.3,0,9
Sexual Content,0,2001.3,0,10
Adventure,0,2001.9,0,2
Casual,0,2001.9,0,3
Indie,0,2001.9,0,4
Violent,0,2001.9,0,5
Simulation,0,2001.9,0,6
RPG,0,2001.9,0,8
Free to Play,0,2001.9,0,9
Sexual Content,0,2001.9,0,10
Adventure,0,2002.5,0,2
Casual,0,2002.5,0,3
Indie,0,2002.5,0,4
Simulation,0,2002.5,0,6
RPG,0,2002.5,0,8
Free to Play,0,2002.5,0,9
Sexual Content,0,2002.5,0,10
Adventure,0,2003.2,0,2
Casual,0,2003.2,0,3
Indie,0,2003.2,0,4
Simulation,0,2003.2,0,6
RPG,0,2003.2,0,8
Free to Play,0,2003.2,0,9
Sexual Content,0,2003.2,0,10
Adventure,0,2003.4,0,2
Casual,0,2003.4,0,3
Indie,0,2003.4,0,4
Simulation,0,2003.4,0,6
RPG,0,2003.4,0,8
Free to Play,0,2003.4,0,9
Sexual Content,0,2003.4,0,10
Adventure,0,2003.8,0,2
Casual,0,2003.8,0,3
Indie,0,2003.8,0,4
Simulation,0,2003.8,0,6
RPG,0,2003.8,0,8
Free to Play,0,2003.8,0,9
Sexual Content,0,2003.8,0,10
Adventure,0,2004.3,0,2
Casual,0,2004.3,0,3
Indie,0,2004.3,0,4
Simulation,0,2004.3,0,6
RPG,0,2004.3,0,8
Free to Play,0,2004.3,0,9
Sexual Content,0,2004.3,0,10
Adventure,0,2004.8,0,2
Casual,0,2004.8,0,3
Indie,0,2004.8,0,4
Simulation,0,2004.8,0,6
RPG,0,2004.8,0,8
Free to Play,0,2004.8,0,9
Sexual Content,0,2004.8,0,10
Adventure,0,2005.1,0,2
Casual,0,2005.1,0,3
Indie,0,2005.1,0,4
Simulation,0,2005.1,0,6
RPG,0,2005.1,0,8
Free to Play,0,2005.1,0,9
Sexual Content,0,2005.1,0,10
Adventure,0,2005.4,0,2
Casual,0,2005.4,0,3
Simulation,0,2005.4,0,6
Free to Play,0,2005.4,0,9
Sexual Content,0,2005.4,0,10
Adventure,0,2005.5,0,2
Casual,0,2005.5,0,3
Simulation,0,2005.5,0,6
Free to Play,0,2005.5,0,9
Sexual Content,0,2005.5,0,10
Adventure,0,2005.7,0,2
Casual,0,2005.7,0,3
Simulation,0,2005.7,0,6
Free to Play,0,2005.7,0,9
Sexual Content,0,2005.7,0,10
Adventure,0,2006.1,0,2
Casual,0,2006.1,0,3
Simulation,0,2006.1,0,6
Free to Play,0,2006.1,0,9
Sexual Content,0,2006.1,0,10
Adventure,0,2006.2,0,2
Casual,0,2006.2,0,3
Simulation,0,2006.2,0,6
Free to Play,0,2006.2,0,9
Sexual Content,0,2006.2,0,10
Adventure,0,2006.3,0,2
Casual,0,2006.3,0,3
Simulation,0,2006.3,0,6
Free to Play,0,2006.3,0,9
Sexual Content,0,2006.3,0,10
Adventure,0,2006.4,0,2
Casual,0,2006.4,0,3
Simulation,0,2006.4,0,6
Free to Play,0,2006.4,0,9
Sexual Content,0,2006.4,0,10
Adventure,0,2006.5,0,2
Simulation,0,2006.5,0,6
Free to Play,0,2006.5,0,9
Sexual Content,0,2006.5,0,10
Adventure,0,2006.6,0,2
Simulation,0,2006.6,0,6
Free to Play,0,2006.6,0,9
Sexual Content,0,2006.6,0,10
Adventure,0,2006.7,0,2
Simulation,0,2006.7,0,6
Free to Play,0,2006.7,0,9
Sexual Content,0,2006.7,0,10
Adventure,0,2006.8,0,2
Simulation,0,2006.8,0,6
Free to Play,0,2006.8,0,9
Sexual Content,0,2006.8,0,10
Adventure,0,2006.9,0,2
Simulation,0,2006.9,0,6
Free to Play,0,2006.9,0,9
Sexual Content,0,2006.9,0,10
Simulation,0,2007.1,0,6
Free to Play,0,2007.1,0,9
Sexual Content,0,2007.1,0,10
Simulation,0,2007.2,0,6
Free to Play,0,2007.2,0,9
Sexual Content,0,2007.2,0,10
Simulation,0,2007.3,0,6
Free to Play,0,2007.3,0,9
Sexual Content,0,2007.3,0,10
Simulation,0,2007.4,0,6
Free to Play,0,2007.4,0,9
Sexual Content,0,2007.4,0,10
Simulation,0,2007.5,0,6
Free to Play,0,2007.5,0,9
Sexual Content,0,2007.5,0,10
Simulation,0,2007.6,0,6
Free to Play,0,2007.6,0,9
Sexual Content,0,2007.6,0,10
Simulation,0,2007.7,0,6
Free to Play,0,2007.7,0,9
Sexual Content,0,2007.7,0,10
Simulation,0,2007.8,0,6
Free to Play,0,2007.8,0,9
Sexual Content,0,2007.8,0,10
Simulation,0,2007.9,0,6
Free to Play,0,2007.9,0,9
Sexual Content,0,2007.9,0,10
Simulation,0,2008.1,0,6
Free to Play,0,2008.1,0,9
Sexual Content,0,2008.1,0,10
Simulation,0,2008.2,0,6
Free to Play,0,2008.2,0,9
Sexual Content,0,2008.2,0,10
Free to Play,0,2008.3,0,9
Sexual Content,0,2008.3,0,10
Free to Play,0,2008.4,0,9
Sexual Content,0,2008.4,0,10
Free to Play,0,2008.5,0,9
Sexual Content,0,2008.5,0,10
Free to Play,0,2008.6,0,9
Sexual Content,0,2008.6,0,10
Free to Play,0,2008.7,0,9
Sexual Content,0,2008.7,0,10
Free to Play,0,2008.8,0,9
Sexual Content,0,2008.8,0,10
Free to Play,0,2008.9,0,9
Sexual Content,0,2008.9,0,10
Free to Play,0,2009.1,0,9
Sexual Content,0,2009.1,0,10
Free to Play,0,2009.2,0,9
Sexual Content,0,2009.2,0,10
Free to Play,0,2009.3,0,9
Sexual Content,0,2009.3,0,10
Free to Play,0,2009.4,0,9
Sexual Content,0,2009.4,0,10
Free to Play,0,2009.5,0,9
Sexual Content,0,2009.5,0,10
Free to Play,0,2009.6,0,9
Sexual Content,0,2009.6,0,10
Free to Play,0,2009.7,0,9
Sexual Content,0,2009.7,0,10
Free to Play,0,2009.8,0,9
Sexual Content,0,2009.8,0,10
Free to Play,0,2009.9,0,9
Sexual Content,0,2009.9,0,10
Free to Play,0,2010.1,0,9
Sexual Content,0,2010.1,0,10
Free to Play,0,2010.2,0,9
Sexual Content,0,2010.2,0,10
Free to Play,0,2010.3,0,9
Sexual Content,0,2010.3,0,10
Free to Play,0,2010.4,0,9
Sexual Content,0,2010.4,0,10
Free to Play,0,2010.5,0,9
Sexual Content,0,2010.5,0,10
Free to Play,0,2010.6,0,9
Sexual Content,0,2010.6,0,10
Free to Play,0,2010.7,0,9
Sexual Content,0,2010.7,0,10
Free to Play,0,2010.8,0,9
Sexual Content,0,2010.8,0,10
Free to Play,0,2010.9,0,9
Sexual Content,0,2010.9,0,10
Sexual Content,0,2011.1,0,10
Sexual Content,0,2011.2,0,10
Sexual Content,0,2011.3,0,10
Sexual Content,0,2011.4,0,10
Sexual Content,0,2011.5,0,10
Sexual Content,0,2011.6,0,10
Sexual Content,0,2011.7,0,10
Sexual Content,0,2011.8,0,10
Sexual Content,0,2011.9,0,10
Sexual Content,0,2012.1,0,10
Sexual Content,0,2012.2,0,10
Sexual Content,0,2012.3,0,10
Sexual Content,0,2012.4,0,10
Sexual Content,0,2012.5,0,10
Sexual Content,0,2012.6,0,10
Sexual Content,0,2012.7,0,10
Sexual Content,0,2012.8,0,10
Sexual Content,0,2012.9,0,10
Sexual Content,0,2013.1,0,10
Sexual Content,0,2013.2,0,10
Sexual Content,0,2013.3,0,10
Sexual Content,0,2013.4,0,10
Sexual Content,0,2013.5,0,10
Sexual Content,0,2013.6,0,10
