name,value,year,lastValue,rank
Violent,544,2018.03,496,5
Adventure,540,2014.1,493,2
Casual,539,2015.08,505,3
Simulation,539,2018.08,531,6
Indie,532,2015.09,508,4
Strategy,532,2019.04,527,7
Strategy,532,2019.05,532,7
Simulation,531,2018.07,525,6
Action,529,2012.08,508,1
Strategy,527,2019.03,522,7
Simulation,525,2018.06,506,6
Strategy,522,2019.02,519,7
Strategy,519,2019.01,514,7
Strategy,514,2018.12,506,7
Action,508,2012.07,501,1
Indie,508,2015.08,475,4
Simulation,506,2018.05,499,6
Strategy,506,2018.11,497,7
Casual,505,2015.07,478,3
Action,501,2012.06,492,1
Simulation,499,2018.04,489,6
Strategy,497,2018.1,489,7
Violent,496,2018.02,467,5
Adventure,493,2014.09,473,2
Action,492,2012.05,479,1
Simulation,489,2018.03,470,6
Strategy,489,2018.09,485,7
Strategy,485,2018.08,478,7
Action,479,2012.04,465,1
Casual,478,2015.06,451,3
Strategy,478,2018.07,472,7
Indie,475,2015.07,451,4
Adventure,473,2014.08,452,2
Strategy,472,2018.06,469,7
Simulation,470,2018.02,456,6
Strategy,469,2018.05,464,7
Violent,467,2018.01,439,5
Action,465,2012.03,456,1
Strategy,464,2018.04,459,7
Strategy,459,2018.03,454,7
Action,456,2012.02,445,1
Simulation,456,2018.01,448,6
Strategy,454,2018.02,451,7
Adventure,452,2014.07,413,2
Casual,451,2015.05,427,3
Indie,451,2015.06,429,4
Strategy,451,2018.01,447,7
Simulation,448,2017.12,441,6
Strategy,447,2017.12,441,7
Action,445,2012.01,440,1
Simulation,441,2017.11,433,6
Strategy,441,2017.11,438,7
Action,440,2011.12,436,1
Violent,439,2017.12,407,5
Strategy,438,2017.1,431,7
Action,436,2011.11,428,1
Simulation,433,2017.1,417,6
Strategy,431,2017.09,420,7
Indie,429,2015.05,392,4
Action,428,2011.1,416,1
Casual,427,2015.04,404,3
Strategy,420,2017.08,408,7
Simulation,417,2017.09,411,6
Action,416,2011.09,403,1
Adventure,413,2014.06,388,2
Simulation,411,2017.08,407,6
Strategy,408,2017.07,395,7
Simulation,407,2017.07,398,6
Violent,407,2017.11,370,5
RPG,406,2019.04,402,8
RPG,406,2019.05,406,8
Casual,404,2015.03,389,3
Action,403,2011.08,394,1
RPG,402,2019.03,391,8
Simulation,398,2017.06,389,6
Strategy,395,2017.06,388,7
Free to Play,395,2019.04,386,9
Free to Play,395,2019.05,395,9
Action,394,2011.07,387,1
Indie,392,2015.04,373,4
RPG,391,2019.02,380,8
Casual,389,2015.02,370,3
Simulation,389,2017.05,383,6
Adventure,388,2014.05,339,2
Strategy,388,2017.05,381,7
Action,387,2011.06,379,1
Free to Play,386,2019.03,376,9
Simulation,383,2017.04,375,6
Strategy,381,2017.04,373,7
RPG,380,2019.01,369,8
Action,379,2011.05,368,1
Free to Play,376,2019.02,359,9
Simulation,375,2017.03,367,6
Indie,373,2015.03,353,4
Strategy,373,2017.03,366,7
Casual,370,2015.01,357,3
Violent,370,2017.1,329,5
RPG,369,2018.12,358,8
Action,368,2011.04,359,1
Simulation,367,2017.02,359,6
Strategy,366,2017.02,357,7
Action,359,2011.03,350,1
Simulation,359,2017.01,352,6
Free to Play,359,2019.01,351,9
RPG,358,2018.11,350,8
Casual,357,2014.12,348,3
Strategy,357,2017.01,345,7
Indie,353,2015.02,331,4
Simulation,352,2016.12,337,6
Free to Play,351,2018.12,340,9
Action,350,2011.02,348,1
RPG,350,2018.1,341,8
Action,348,2011.01,339,1
Casual,348,2014.11,339,3
Strategy,345,2016.12,335,7
RPG,341,2018.09,324,8
Free to Play,340,2018.11,328,9
Action,339,2010.12,335,1
Adventure,339,2014.04,287,2
Casual,339,2014.1,327,3
Simulation,337,2016.11,324,6
Action,335,2010.11,328,1
Strategy,335,2016.11,331,7
Indie,331,2015.01,307,4
Strategy,331,2016.1,324,7
Violent,329,2017.09,290,5
Action,328,2010.1,315,1
Free to Play,328,2018.1,316,9
Casual,327,2014.09,304,3
Strategy,324,2016.09,319,7
Simulation,324,2016.1,313,6
RPG,324,2018.08,320,8
RPG,320,2018.07,314,8
Strategy,319,2016.08,313,7
Free to Play,316,2018.09,303,9
Action,315,2010.09,309,1
RPG,314,2018.06,308,8
Strategy,313,2016.07,308,7
Simulation,313,2016.09,298,6
Action,309,2010.08,306,1
Strategy,308,2016.06,304,7
RPG,308,2018.05,303,8
Indie,307,2014.12,280,4
Action,306,2010.07,299,1
Casual,304,2014.08,294,3
Strategy,304,2016.05,301,7
RPG,303,2018.04,300,8
Free to Play,303,2018.08,292,9
Strategy,301,2016.04,294,7
RPG,300,2018.03,292,8
Action,299,2010.06,290,1
Simulation,298,2016.08,289,6
Casual,294,2014.07,269,3
Strategy,294,2016.03,286,7
RPG,292,2018.02,288,8
Free to Play,292,2018.07,284,9
Action,290,2010.05,287,1
Violent,290,2017.08,238,5
Simulation,289,2016.07,282,6
RPG,288,2018.01,285,8
Action,287,2010.04,279,1
Adventure,287,2014.03,271,2
Strategy,286,2016.02,279,7
RPG,285,2017.12,276,8
Free to Play,284,2018.06,273,9
Simulation,282,2016.06,273,6
Indie,280,2014.11,266,4
Action,279,2010.03,270,1
Strategy,279,2016.01,276,7
Strategy,276,2015.12,273,7
RPG,276,2017.11,266,8
Strategy,273,2015.11,269,7
Simulation,273,2016.05,265,6
Free to Play,273,2018.05,265,9
Adventure,271,2014.02,255,2
Action,270,2010.02,264,1
Casual,269,2014.06,258,3
Strategy,269,2015.1,267,7
Strategy,267,2015.09,263,7
Indie,266,2014.1,247,4
RPG,266,2017.1,257,8
Simulation,265,2016.04,258,6
Free to Play,265,2018.04,258,9
Action,264,2010.01,258,1
Strategy,263,2015.08,260,7
Strategy,260,2015.07,256,7
Action,258,2009.12,252,1
Casual,258,2014.05,237,3
Simulation,258,2016.03,248,6
Free to Play,258,2018.03,249,9
RPG,257,2017.09,251,8
Strategy,256,2015.06,251,7
Adventure,255,2014.01,247,2
Action,252,2009.11,240,1
Strategy,251,2015.05,250,7
RPG,251,2017.08,247,8
Strategy,250,2015.04,249,7
Strategy,249,2015.03,239,7
Free to Play,249,2018.02,241,9
Simulation,248,2016.02,244,6
Adventure,247,2013.12,235,2
Indie,247,2014.09,236,4
RPG,247,2017.07,244,8
Sexual Content,245,2018.09,241,10
Sexual Content,245,2018.1,245,10
Sexual Content,245,2018.11,245,10
Sexual Content,245,2018.12,245,10
Sexual Content,245,2019.01,245,10
Sexual Content,245,2019.02,245,10
Sexual Content,245,2019.03,245,10
Sexual Content,245,2019.04,245,10
Sexual Content,245,2019.05,245,10
Simulation,244,2016.01,235,6
RPG,244,2017.06,239,8
Free to Play,241,2018.01,233,9
Sexual Content,241,2018.08,231,10
Action,240,2009.1,232,1
Strategy,239,2015.02,235,7
RPG,239,2017.05,233,8
Violent,238,2017.07,210,5
Casual,237,2014.04,224,3
Indie,236,2014.08,221,4
Adventure,235,2013.11,225,2
Strategy,235,2015.01,234,7
Simulation,235,2015.12,230,6
Strategy,234,2014.12,232,7
RPG,233,2017.04,226,8
Free to Play,233,2017.12,224,9
Action,232,2009.09,218,1
Strategy,232,2014.11,226,7
Sexual Content,231,2018.07,222,10
Simulation,230,2015.11,223,6
Strategy,226,2014.1,222,7
RPG,226,2017.03,222,8
Adventure,225,2013.1,211,2
Casual,224,2014.03,208,3
Free to Play,224,2017.11,219,9
Simulation,223,2015.1,218,6
Strategy,222,2014.09,217,7
RPG,222,2017.02,219,8
Sexual Content,222,2018.06,216,10
Indie,221,2014.07,205,4
RPG,219,2017.01,216,8
Free to Play,219,2017.1,211,9
Action,218,2009.08,206,1
Simulation,218,2015.09,215,6
Strategy,217,2014.08,214,7
RPG,216,2016.12,209,8
Sexual Content,216,2018.05,201,10
Simulation,215,2015.08,209,6
Strategy,214,2014.07,209,7
Adventure,211,2013.09,201,2
Free to Play,211,2017.09,197,9
Violent,210,2017.06,193,5
Strategy,209,2014.06,207,7
Simulation,209,2015.07,205,6
RPG,209,2016.11,207,8
Casual,208,2014.02,196,3
Strategy,207,2014.05,204,7
RPG,207,2016.1,203,8
Action,206,2009.07,190,1
Indie,205,2014.06,193,4
Simulation,205,2015.06,201,6
Strategy,204,2014.04,193,7
RPG,203,2016.09,200,8
Adventure,201,2013.08,197,2
Simulation,201,2015.05,192,6
Sexual Content,201,2018.04,187,10
RPG,200,2016.08,192,8
Adventure,197,2013.07,193,2
Free to Play,197,2017.08,187,9
Casual,196,2014.01,192,3
Adventure,193,2013.06,192,2
Strategy,193,2014.03,190,7
Indie,193,2014.05,173,4
Violent,193,2017.05,166,5
Adventure,192,2013.05,190,2
Casual,192,2013.12,188,3
Simulation,192,2015.04,181,6
RPG,192,2016.07,186,8
Action,190,2009.06,177,1
Adventure,190,2013.04,184,2
Strategy,190,2014.02,187,7
Casual,188,2013.11,175,3
Strategy,187,2014.01,186,7
Free to Play,187,2017.07,180,9
Sexual Content,187,2018.03,169,10
Strategy,186,2013.12,185,7
RPG,186,2016.06,183,8
Strategy,185,2013.11,182,7
Adventure,184,2013.03,181,2
RPG,183,2016.05,181,8
Strategy,182,2013.09,180,7
Strategy,182,2013.1,182,7
Adventure,181,2013.02,179,2
Simulation,181,2015.03,169,6
RPG,181,2016.04,178,8
Strategy,180,2013.08,178,7
Free to Play,180,2017.06,176,9
Adventure,179,2013.01,174,2
Strategy,178,2013.06,173,7
Strategy,178,2013.07,178,7
RPG,178,2016.03,176,8
Action,177,2009.05,167,1
RPG,176,2016.02,171,8
Free to Play,176,2017.05,172,9
Casual,175,2013.1,169,3
Adventure,174,2012.12,170,2
Strategy,173,2013.05,172,7
Indie,173,2014.04,164,4
Strategy,172,2013.04,171,7
Free to Play,172,2017.04,164,9
Strategy,171,2013.03,170,7
RPG,171,2016.01,169,8
Adventure,170,2012.11,166,2
Strategy,170,2013.02,169,7
Strategy,169,2012.11,168,7
Strategy,169,2012.12,169,7
Strategy,169,2013.01,169,7
Casual,169,2013.09,168,3
Simulation,169,2015.02,166,6
RPG,169,2015.12,161,8
Sexual Content,169,2018.02,160,10
Strategy,168,2012.1,163,7
Casual,168,2013.08,166,3
Action,167,2009.04,165,1
Adventure,166,2012.1,162,2
Casual,166,2013.06,162,3
Casual,166,2013.07,166,3
Simulation,166,2015.01,162,6
Violent,166,2017.04,146,5
Action,165,2009.03,157,1
Indie,164,2014.03,158,4
Free to Play,164,2017.03,160,9
Strategy,163,2012.08,161,7
Strategy,163,2012.09,163,7
Adventure,162,2012.09,159,2
Casual,162,2013.05,159,3
Simulation,162,2014.12,158,6
Strategy,161,2012.07,160,7
RPG,161,2015.11,157,8
Strategy,160,2012.06,159,7
Free to Play,160,2017.02,151,9
Sexual Content,160,2018.01,152,10
Strategy,159,2012.05,157,7
Adventure,159,2012.08,153,2
Casual,159,2013.03,157,3
Casual,159,2013.04,159,3
Indie,158,2014.02,148,4
Simulation,158,2014.11,142,6
Action,157,2009.02,154,1
Strategy,157,2012.04,156,7
Casual,157,2013.02,153,3
RPG,157,2015.1,151,8
Strategy,156,2012.03,155,7
Strategy,155,2012.02,153,7
Action,154,2009.01,151,1
Strategy,153,2011.11,149,7
Strategy,153,2011.12,153,7
Strategy,153,2012.01,153,7
Adventure,153,2012.07,151,2
Casual,153,2012.12,152,3
Casual,153,2013.01,153,3
Casual,152,2012.11,151,3
Sexual Content,152,2017.12,144,10
Action,151,2008.12,145,1
Adventure,151,2012.06,150,2
Casual,151,2012.1,149,3
RPG,151,2015.09,148,8
Free to Play,151,2016.12,140,9
Free to Play,151,2017.01,151,9
Adventure,150,2012.05,143,2
Strategy,149,2011.1,147,7
Casual,149,2012.09,147,3
Indie,148,2014.01,140,4
RPG,148,2015.08,145,8
Strategy,147,2011.09,142,7
Casual,147,2012.08,146,3
Casual,146,2012.06,144,3
Casual,146,2012.07,146,3
Violent,146,2017.03,119,5
Action,145,2008.11,140,1
RPG,145,2015.07,144,8
Casual,144,2012.05,142,3
RPG,144,2015.05,137,8
RPG,144,2015.06,144,8
Sexual Content,144,2017.11,130,10
Adventure,143,2012.04,139,2
Strategy,142,2011.08,133,7
Casual,142,2012.04,141,3
Simulation,142,2014.1,136,6
Casual,141,2012.03,137,3
Action,140,2008.1,132,1
Indie,140,2013.12,138,4
Free to Play,140,2016.11,130,9
Adventure,139,2012.03,132,2
Indie,138,2013.11,133,4
Casual,137,2012.02,135,3
RPG,137,2015.04,134,8
Simulation,136,2014.09,128,6
Casual,135,2012.01,134,3
Casual,134,2011.1,130,3
Casual,134,2011.11,134,3
Casual,134,2011.12,134,3
RPG,134,2015.03,129,8
Strategy,133,2011.07,132,7
Indie,133,2013.1,123,4
Action,132,2008.09,126,1
Strategy,132,2011.06,127,7
Adventure,132,2012.02,130,2
Casual,130,2011.07,128,3
Casual,130,2011.08,130,3
Casual,130,2011.09,130,3
Adventure,130,2012.01,125,2
Free to Play,130,2016.1,119,9
Sexual Content,130,2017.1,120,10
RPG,129,2015.01,123,8
RPG,129,2015.02,129,8
Casual,128,2011.06,126,3
Simulation,128,2014.08,123,6
Strategy,127,2011.05,126,7
Action,126,2008.08,125,1
Strategy,126,2011.04,124,7
Casual,126,2011.05,125,3
Action,125,2008.07,120,1
Casual,125,2011.04,124,3
Adventure,125,2011.11,121,2
Adventure,125,2011.12,125,2
Casual,124,2011.03,122,3
Strategy,124,2011.03,122,7
Indie,123,2013.09,121,4
Simulation,123,2014.07,119,6
RPG,123,2014.12,120,8
Casual,122,2011.02,121,3
Strategy,122,2011.02,121,7
Strategy,121,2010.12,119,7
Casual,121,2011.01,120,3
Strategy,121,2011.01,121,7
Adventure,121,2011.1,117,2
Indie,121,2013.08,118,4
Action,120,2008.06,119,1
Casual,120,2010.12,119,3
RPG,120,2014.11,118,8
Sexual Content,120,2017.09,104,10
Action,119,2008.05,116,1
Casual,119,2010.11,115,3
Strategy,119,2010.11,118,7
Simulation,119,2014.06,111,6
Free to Play,119,2016.09,116,9
Violent,119,2017.02,103,5
Strategy,118,2010.1,117,7
Indie,118,2013.07,117,4
RPG,118,2014.1,117,8
Strategy,117,2010.09,114,7
Adventure,117,2011.09,114,2
Indie,117,2013.06,114,4
RPG,117,2014.09,113,8
Action,116,2008.04,111,1
Free to Play,116,2016.08,110,9
Casual,115,2010.09,113,3
Casual,115,2010.1,115,3
Strategy,114,2010.08,109,7
Adventure,114,2011.08,109,2
Indie,114,2013.05,109,4
Casual,113,2010.07,110,3
Casual,113,2010.08,113,3
RPG,113,2014.08,110,8
Action,111,2008.03,103,1
Simulation,111,2014.05,103,6
Casual,110,2010.06,108,3
RPG,110,2014.07,108,8
Free to Play,110,2016.07,104,9
Strategy,109,2010.07,104,7
Adventure,109,2011.07,105,2
Indie,109,2013.04,105,4
Casual,108,2010.05,98,3
RPG,108,2014.06,106,8
RPG,106,2014.05,102,8
Adventure,105,2011.06,102,2
Indie,105,2013.03,101,4
Strategy,104,2010.06,103,7
Free to Play,104,2016.06,99,9
Sexual Content,104,2017.08,96,10
Action,103,2008.02,99,1
Strategy,103,2010.05,102,7
Simulation,103,2014.04,100,6
Violent,103,2017.01,78,5
Strategy,102,2010.04,100,7
Adventure,102,2011.05,97,2
RPG,102,2014.04,94,8
Indie,101,2013.02,100,4
Strategy,100,2010.03,97,7
Indie,100,2012.11,97,4
Indie,100,2012.12,100,4
Indie,100,2013.01,100,4
Simulation,100,2014.03,97,6
Action,99,2008.01,91,1
Free to Play,99,2016.05,92,9
Casual,98,2010.04,85,3
Strategy,97,2010.02,93,7
Adventure,97,2011.04,93,2
Indie,97,2012.1,91,4
Simulation,97,2014.02,92,6
Sexual Content,96,2017.07,86,10
RPG,94,2014.03,91,8
Strategy,93,2009.12,91,7
Strategy,93,2010.01,93,7
Adventure,93,2011.02,92,2
Adventure,93,2011.03,93,2
Adventure,92,2011.01,90,2
Simulation,92,2014.01,90,6
Free to Play,92,2016.04,86,9
Action,91,2007.12,90,1
Strategy,91,2009.11,84,7
Indie,91,2012.09,86,4
RPG,91,2014.02,90,8
Action,90,2007.11,86,1
Adventure,90,2010.12,89,2
Simulation,90,2013.12,88,6
RPG,90,2014.01,85,8
Adventure,89,2010.11,87,2
Simulation,88,2013.11,82,6
Adventure,87,2010.1,81,2
Action,86,2007.1,82,1
Indie,86,2012.08,83,4
Free to Play,86,2016.03,75,9
Sexual Content,86,2017.06,80,10
Casual,85,2010.02,73,3
Casual,85,2010.03,85,3
RPG,85,2013.12,84,8
Strategy,84,2009.1,80,7
RPG,84,2013.11,83,8
Indie,83,2012.06,77,4
Indie,83,2012.07,83,4
RPG,83,2013.1,82,8
Action,82,2007.09,81,1
RPG,82,2013.09,80,8
Simulation,82,2013.1,78,6
Action,81,2007.08,60,1
Adventure,81,2010.09,77,2
Strategy,80,2009.09,78,7
RPG,80,2013.07,79,8
RPG,80,2013.08,80,8
Sexual Content,80,2017.05,73,10
RPG,79,2013.01,78,8
RPG,79,2013.02,79,8
RPG,79,2013.03,79,8
RPG,79,2013.04,79,8
RPG,79,2013.05,79,8
RPG,79,2013.06,79,8
Strategy,78,2009.08,75,7
RPG,78,2012.12,76,8
Simulation,78,2013.09,77,6
Violent,78,2016.12,53,5
Adventure,77,2010.08,74,2
Indie,77,2012.05,76,4
Simulation,77,2013.08,76,6
Indie,76,2012.04,73,4
RPG,76,2012.11,75,8
Simulation,76,2013.04,75,6
Simulation,76,2013.05,76,6
Simulation,76,2013.06,76,6
Simulation,76,2013.07,76,6
Strategy,75,2009.07,72,7
RPG,75,2012.1,72,8
Simulation,75,2013.03,74,6
Free to Play,75,2016.02,71,9
Adventure,74,2010.07,70,2
Simulation,74,2013.02,72,6
Casual,73,2010.01,72,3
Indie,73,2012.03,71,4
Sexual Content,73,2017.04,68,10
Strategy,72,2009.06,69,7
Casual,72,2009.12,69,3
RPG,72,2012.08,70,8
RPG,72,2012.09,72,8
Simulation,72,2013.01,71,6
Indie,71,2012.02,70,4
Simulation,71,2012.09,70,6
Simulation,71,2012.1,71,6
Simulation,71,2012.11,71,6
Simulation,71,2012.12,71,6
Free to Play,71,2016.01,69,9
Adventure,70,2010.06,69,2
Indie,70,2012.01,69,4
Simulation,70,2012.05,69,6
Simulation,70,2012.06,70,6
Simulation,70,2012.07,70,6
RPG,70,2012.07,69,8
Simulation,70,2012.08,70,6
Strategy,69,2009.05,67,7
Casual,69,2009.1,65,3
Casual,69,2009.11,69,3
Adventure,69,2010.04,66,2
Adventure,69,2010.05,69,2
Indie,69,2011.12,68,4
Simulation,69,2012.03,68,6
Simulation,69,2012.04,69,6
RPG,69,2012.06,68,8
Free to Play,69,2015.12,64,9
Indie,68,2011.11,66,4
Simulation,68,2012.01,67,6
Simulation,68,2012.02,68,6
RPG,68,2012.05,65,8
Sexual Content,68,2017.03,57,10
Strategy,67,2009.04,65,7
Simulation,67,2011.1,63,6
Simulation,67,2011.11,67,6
Simulation,67,2011.12,67,6
Adventure,66,2010.02,64,2
Adventure,66,2010.03,66,2
Indie,66,2011.1,65,4
Strategy,65,2009.03,64,7
Casual,65,2009.09,64,3
Indie,65,2011.08,62,4
Indie,65,2011.09,65,4
RPG,65,2012.04,63,8
Strategy,64,2009.02,57,7
Casual,64,2009.08,62,3
Adventure,64,2010.01,62,2
Free to Play,64,2015.11,61,9
Simulation,63,2011.09,62,6
RPG,63,2012.02,60,8
RPG,63,2012.03,63,8
Casual,62,2009.07,53,3
Adventure,62,2009.12,58,2
Indie,62,2011.07,60,4
Simulation,62,2011.08,61,6
Simulation,61,2011.06,59,6
Simulation,61,2011.07,61,6
Free to Play,61,2015.1,60,9
Action,60,2007.07,57,1
Indie,60,2011.06,59,4
RPG,60,2012.01,59,8
Free to Play,60,2015.09,58,9
Simulation,59,2011.03,58,6
