name,value,year,lastValue,rank
Adventure,1004521,2018.10,1004412,2
Casual,1003682,2018.10,1003565,3
Indie,1002214,2018.10,1002132,4
Violent,1000717,2018.10,1000714,5
Simulation,1000569,2018.10,1000555,6
Strategy,1000497,2018.10,1000489,7
RPG,1000351,2018.10,1000341,8
Free to Play,1000328,2018.10,1000316,9
Sexual Content,1000245,2018.10,1000245,10
Action,1009481,2018.09,1009211,1
Adventure,1004412,2018.09,1004255,2
Casual,1003565,2018.09,1003427,3
Indie,1002132,2018.09,1002161,4
Violent,1000714,2018.09,1000694,5
Simulation,1000555,2018.09,1000539,6
Strategy,1000489,2018.09,1000485,7
RPG,1000341,2018.09,1000324,8
Free to Play,1000316,2018.09,1000313,9
Sexual Content,1000245,2018.09,1000241,10
Action,1009211,2018.08,1008934,1
Adventure,1004255,2018.08,1004139,2
Casual,1003427,2018.08,1003276,3
Indie,1002161,2018.08,1001991,4
Violent,1000694,2018.08,1000669,5
Simulation,1000539,2018.08,1000531,6
Strategy,1000485,2018.08,1000478,7
RPG,1000324,2018.08,1000321,8
Free to Play,1000313,2018.08,1000292,9
Sexual Content,1000241,2018.08,1000231,10
Action,1008934,2018.07,1008663,1
Adventure,1004139,2018.07,1004112,2
Casual,1003276,2018.07,1003131,3
Indie,1001991,2018.07,1001924,4
Violent,1000669,2018.07,1000631,5
Simulation,1000531,2018.07,1000525,6
Strategy,1000478,2018.07,1000472,7
RPG,1000321,2018.07,1000314,8
Free to Play,1000292,2018.07,1000284,9
Sexual Content,1000231,2018.07,1000222,10
Action,1008663,2018.06,1008436,1
Adventure,1004112,2018.06,1003882,2
Casual,1003131,2018.06,1002994,3
Indie,1001924,2018.06,1001869,4
Violent,1000631,2018.06,1000611,5
Simulation,1000525,2018.06,1000516,6
Strategy,1000472,2018.06,1000469,7
RPG,1000314,2018.06,1000318,8
Free to Play,1000284,2018.06,1000273,9
Sexual Content,1000222,2018.06,1000216,10
Action,1008436,2018.05,1008193,1
Adventure,1003882,2018.05,1003754,2
Casual,1002994,2018.05,1002865,3
Indie,1001869,2018.05,1001792,4
Violent,1000611,2018.05,1000585,5
Simulation,1000516,2018.05,1000499,6
Strategy,1000469,2018.05,1000464,7
RPG,1000318,2018.05,1000313,8
Free to Play,1000273,2018.05,1000265,9
Sexual Content,1000216,2018.05,1000211,10
Action,1008193,2018.04,1007821,1
Adventure,1003754,2018.04,1003613,2
Casual,1002865,2018.04,1002732,3
Indie,1001792,2018.04,1001739,4
Violent,1000585,2018.04,1000544,5
Simulation,1000499,2018.04,1000489,6
Strategy,1000464,2018.04,1000459,7
RPG,1000313,2018.04,1000311,8
Free to Play,1000265,2018.04,1000258,9
Sexual Content,1000211,2018.04,1000187,10
Action,1007821,2018.03,1007511,1
Adventure,1003613,2018.03,1003476,2
Casual,1002732,2018.03,1002581,3
Indie,1001739,2018.03,1001678,4
Violent,1000544,2018.03,1000496,5
Simulation,1000489,2018.03,1000471,6
Strategy,1000459,2018.03,1000454,7
RPG,1000311,2018.03,1000292,8
Free to Play,1000258,2018.03,1000249,9
Sexual Content,1000187,2018.03,1000169,10
Action,1007511,2018.02,1007236,1
Adventure,1003476,2018.02,1003353,2
Casual,1002581,2018.02,1002445,3
Indie,1001678,2018.02,1001625,4
Violent,1000496,2018.02,1000467,5
Simulation,1000471,2018.02,1000456,6
Strategy,1000454,2018.02,1000451,7
RPG,1000292,2018.02,1000288,8
Free to Play,1000249,2018.02,1000241,9
Sexual Content,1000169,2018.02,1000161,10
Action,1007236,2018.01,1007133,1
Adventure,1003353,2018.01,1003244,2
Casual,1002445,2018.01,1002335,3
Indie,1001625,2018.01,1001582,4
Violent,1000467,2018.01,1000439,5
Simulation,1000456,2018.01,1000448,6
Strategy,1000451,2018.01,1000447,7
RPG,1000288,2018.01,1000285,8
Free to Play,1000241,2018.01,1000233,9
Sexual Content,1000161,2018.01,1000152,10
Action,1007133,2017.12,1006789,1
Adventure,1003244,2017.12,1003113,2
Casual,1002335,2017.12,1002226,3
Indie,1001582,2017.12,1001511,4
Simulation,1000448,2017.12,1000441,6
Strategy,1000447,2017.12,1000441,7
Violent,1000439,2017.12,1000417,5
RPG,1000285,2017.12,1000276,8
Free to Play,1000233,2017.12,1000224,9
Sexual Content,1000152,2017.12,1000144,10
Action,1006789,2017.11,1006541,1
Adventure,1003113,2017.11,1003111,2
Casual,1002226,2017.11,1002117,3
Indie,1001511,2017.11,1001459,4
Simulation,1000441,2017.11,1000433,6
Strategy,1000441,2017.11,1000438,7
Violent,1000417,2017.11,1000371,5
RPG,1000276,2017.11,1000266,8
Free to Play,1000224,2017.11,1000219,9
Sexual Content,1000144,2017.11,1000131,10
Action,1006541,2017.1,1006274,1
Adventure,1003111,2017.1,1002863,2
Casual,1002117,2017.1,1001974,3
Indie,1001459,2017.1,1001411,4
Strategy,1000438,2017.1,1000431,7
Simulation,1000433,2017.1,1000417,6
Violent,1000371,2017.1,1000329,5
RPG,1000266,2017.1,1000257,8
Free to Play,1000219,2017.1,1000211,9
Sexual Content,1000131,2017.1,1000121,10
Action,1006274,2017.09,1005975,1
Adventure,1002863,2017.09,1002753,2
Casual,1001974,2017.09,1001867,3
Indie,1001411,2017.09,1001343,4
Strategy,1000431,2017.09,1000421,7
Simulation,1000417,2017.09,1000411,6
Violent,1000329,2017.09,1000291,5
RPG,1000257,2017.09,1000251,8
Free to Play,1000211,2017.09,1000197,9
Sexual Content,1000121,2017.09,1000114,10
Action,1005975,2017.08,1005717,1
Adventure,1002753,2017.08,1002644,2
Casual,1001867,2017.08,1001754,3
Indie,1001343,2017.08,1001291,4
Strategy,1000421,2017.08,1000418,7
Simulation,1000411,2017.08,1000417,6
Violent,1000291,2017.08,1000238,5
RPG,1000251,2017.08,1000247,8
Free to Play,1000197,2017.08,1000187,9
Sexual Content,1000114,2017.08,1000096,10
Action,1005717,2017.07,1005475,1
Adventure,1002644,2017.07,1002539,2
Casual,1001754,2017.07,1001669,3
Indie,1001291,2017.07,1001237,4
Strategy,1000418,2017.07,1000395,7
Simulation,1000417,2017.07,1000398,6
RPG,1000247,2017.07,1000244,8
Violent,1000238,2017.07,1000211,5
Free to Play,1000187,2017.07,1000181,9
Sexual Content,1000096,2017.07,1000086,10
Action,1005475,2017.06,1005329,1
Adventure,1002539,2017.06,1002469,2
Casual,1001669,2017.06,1001611,3
Indie,1001237,2017.06,1001199,4
Simulation,1000398,2017.06,1000389,6
Strategy,1000395,2017.06,1000388,7
RPG,1000244,2017.06,1000239,8
Violent,1000211,2017.06,1000193,5
Free to Play,1000181,2017.06,1000176,9
Sexual Content,1000086,2017.06,1000081,10
Action,1005329,2017.05,1005136,1
Adventure,1002469,2017.05,1002391,2
Casual,1001611,2017.05,1001549,3
Indie,1001199,2017.05,1001168,4
Simulation,1000389,2017.05,1000383,6
Strategy,1000388,2017.05,1000381,7
RPG,1000239,2017.05,1000233,8
Violent,1000193,2017.05,1000166,5
Free to Play,1000176,2017.05,1000172,9
Sexual Content,1000081,2017.05,1000073,10
Action,1005136,2017.04,1004987,1
Adventure,1002391,2017.04,1002298,2
Casual,1001549,2017.04,1001494,3
Indie,1001168,2017.04,1001141,4
Simulation,1000383,2017.04,1000375,6
Strategy,1000381,2017.04,1000373,7
RPG,1000233,2017.04,1000226,8
Free to Play,1000172,2017.04,1000164,9
Violent,1000166,2017.04,1000146,5
Sexual Content,1000073,2017.04,1000068,10
Action,1004987,2017.03,1004819,1
Adventure,1002298,2017.03,1002213,2
Casual,1001494,2017.03,1001426,3
Indie,1001141,2017.03,1001196,4
Simulation,1000375,2017.03,1000367,6
Strategy,1000373,2017.03,1000366,7
RPG,1000226,2017.03,1000222,8
Free to Play,1000164,2017.03,1000161,9
Violent,1000146,2017.03,1000119,5
Sexual Content,1000068,2017.03,1000057,10
Action,1004819,2017.02,1004624,1
Adventure,1002213,2017.02,1002117,2
Casual,1001426,2017.02,1001371,3
Indie,1001196,2017.02,1001155,4
Simulation,1000367,2017.02,1000359,6
Strategy,1000366,2017.02,1000357,7
RPG,1000222,2017.02,1000219,8
Free to Play,1000161,2017.02,1000151,9
Violent,1000119,2017.02,1000113,5
Sexual Content,1000057,2017.02,1000052,10
Action,1004624,2017.01,1004472,1
Adventure,1002117,2017.01,1002135,2
Casual,1001371,2017.01,1001329,3
Indie,1001155,2017.01,1001124,4
Simulation,1000359,2017.01,1000352,6
Strategy,1000357,2017.01,1000345,7
RPG,1000219,2017.01,1000216,8
Free to Play,1000151,2017.01,1000151,9
Violent,1000113,2017.01,1000078,5
Sexual Content,1000052,2017.01,1000047,10
Action,1004472,2016.12,1004269,1
Adventure,1002135,2016.12,1001952,2
Casual,1001329,2016.12,1001254,3
Indie,1001124,2016.12,1000988,4
Simulation,1000352,2016.12,1000337,6
Strategy,1000345,2016.12,1000335,7
RPG,1000216,2016.12,1000219,8
Free to Play,1000151,2016.12,1000141,9
Violent,1000078,2016.12,1000053,5
Sexual Content,1000047,2016.12,1000041,10
Action,1004269,2016.11,1004193,1
Adventure,1001952,2016.11,1001873,2
Casual,1001254,2016.11,1001183,3
Indie,1000988,2016.11,1000944,4
Simulation,1000337,2016.11,1000324,6
Strategy,1000335,2016.11,1000331,7
RPG,1000219,2016.11,1000217,8
Free to Play,1000141,2016.11,1000131,9
Violent,1000053,2016.11,1000039,5
Sexual Content,1000041,2016.11,1000036,10
Action,1004193,2016.1,1003892,1
Adventure,1001873,2016.1,1001781,2
Casual,1001183,2016.1,1001118,3
Indie,1000944,2016.1,1000899,4
Strategy,1000331,2016.1,1000324,7
Simulation,1000324,2016.1,1000313,6
RPG,1000217,2016.1,1000213,8
Free to Play,1000131,2016.1,1000119,9
Violent,1000039,2016.1,1000029,5
Sexual Content,1000036,2016.1,1000029,10
Action,1003892,2016.09,1003714,1
Adventure,1001781,2016.09,1001692,2
Casual,1001118,2016.09,1001134,3
Indie,1000899,2016.09,1000859,4
Strategy,1000324,2016.09,1000319,7
Simulation,1000313,2016.09,1000298,6
RPG,1000213,2016.09,1000211,8
Free to Play,1000119,2016.09,1000116,9
Violent,1000029,2016.09,1000027,5
Sexual Content,1000029,2016.09,1000028,10
Action,1003714,2016.08,1003511,1
Adventure,1001692,2016.08,1001592,2
Casual,1001134,2016.08,1000971,3
Indie,1000859,2016.08,1000819,4
Strategy,1000319,2016.08,1000313,7
Simulation,1000298,2016.08,1000289,6
RPG,1000211,2016.08,1000192,8
Free to Play,1000116,2016.08,1000111,9
Sexual Content,1000028,2016.08,1000026,10
Violent,1000027,2016.08,1000024,5
Action,1003511,2016.07,1003341,1
Adventure,1001592,2016.07,1001528,2
Casual,1000971,2016.07,1000921,3
Indie,1000819,2016.07,1000787,4
Strategy,1000313,2016.07,1000318,7
Simulation,1000289,2016.07,1000282,6
RPG,1000192,2016.07,1000186,8
Free to Play,1000111,2016.07,1000114,9
Sexual Content,1000026,2016.07,1000025,10
Violent,1000024,2016.07,1000021,5
Action,1003341,2016.06,1003211,1
Adventure,1001528,2016.06,1001458,2
Casual,1000921,2016.06,1000855,3
Indie,1000787,2016.06,1000766,4
Strategy,1000318,2016.06,1000314,7
Simulation,1000282,2016.06,1000273,6
RPG,1000186,2016.06,1000183,8
Free to Play,1000114,2016.06,1000099,9
Sexual Content,1000025,2016.06,1000021,10
Violent,1000021,2016.06,1000019,5
Action,1003211,2016.05,1003182,1
Adventure,1001458,2016.05,1001416,2
Casual,1000855,2016.05,1000814,3
Indie,1000766,2016.05,1000741,4
Strategy,1000314,2016.05,1000311,7
Simulation,1000273,2016.05,1000265,6
RPG,1000183,2016.05,1000181,8
Free to Play,1000099,2016.05,1000092,9
Sexual Content,1000021,2016.05,1000021,10
Violent,1000019,2016.05,1000016,5
Action,1003182,2016.04,1002917,1
Adventure,1001416,2016.04,1001338,2
Casual,1000814,2016.04,1000743,3
Indie,1000741,2016.04,1000699,4
Strategy,1000311,2016.04,1000294,7
Simulation,1000265,2016.04,1000258,6
RPG,1000181,2016.04,1000178,8
Free to Play,1000092,2016.04,1000086,9
Sexual Content,1000021,2016.04,1000018,10
Violent,1000016,2016.04,1000015,5
Action,1002917,2016.03,1002791,1
Adventure,1001338,2016.03,1001269,2
Casual,1000743,2016.03,1000695,3
Indie,1000699,2016.03,1000666,4
Strategy,1000294,2016.03,1000286,7
Simulation,1000258,2016.03,1000248,6
RPG,1000178,2016.03,1000176,8
Free to Play,1000086,2016.03,1000075,9
Sexual Content,1000018,2016.03,1000015,10
Violent,1000015,2016.03,1000015,5
Action,1002791,2016.02,1002689,1
Adventure,1001269,2016.02,1001214,2
Casual,1000695,2016.02,1000668,3
Indie,1000666,2016.02,1000641,4
Strategy,1000286,2016.02,1000279,7
Simulation,1000248,2016.02,1000244,6
RPG,1000176,2016.02,1000171,8
Free to Play,1000075,2016.02,1000071,9
Violent,1000015,2016.02,1000015,5
Sexual Content,1000015,2016.02,1000013,10
Action,1002689,2016.01,1002589,1
Adventure,1001214,2016.01,1001175,2
Casual,1000668,2016.01,1000642,3
Indie,1000641,2016.01,1000621,4
Strategy,1000279,2016.01,1000276,7
Simulation,1000244,2016.01,1000235,6
RPG,1000171,2016.01,1000169,8
Free to Play,1000071,2016.01,1000069,9
Violent,1000015,2016.01,1000014,5
Sexual Content,1000013,2016.01,1000013,10
Action,1002589,2015.12,1002488,1
Adventure,1001175,2015.12,1001141,2
Casual,1000642,2015.12,1000619,3
Indie,1000621,2015.12,1000592,4
Strategy,1000276,2015.12,1000273,7
Simulation,1000235,2015.12,1000231,6
RPG,1000169,2015.12,1000161,8
Free to Play,1000069,2015.12,1000064,9
Violent,1000014,2015.12,1000013,5
Sexual Content,1000013,2015.12,1000012,10
Action,1002488,2015.11,1002398,1
Adventure,1001141,2015.11,1001193,2
Casual,1000619,2015.11,1000594,3
Indie,1000592,2015.11,1000566,4
Strategy,1000273,2015.11,1000269,7
Simulation,1000231,2015.11,1000223,6
RPG,1000161,2015.11,1000157,8
Free to Play,1000064,2015.11,1000061,9
Violent,1000013,2015.11,1000013,5
Sexual Content,1000012,2015.11,1000011,10
Action,1002398,2015.1,1002294,1
Adventure,1001193,2015.1,1001122,2
Casual,1000594,2015.1,1000573,3
Indie,1000566,2015.1,1000532,4
Strategy,1000269,2015.1,1000267,7
Simulation,1000223,2015.1,1000218,6
RPG,1000157,2015.1,1000151,8
Free to Play,1000061,2015.1,1000061,9
Violent,1000013,2015.1,1000013,5
Sexual Content,1000011,2015.1,1000011,10
Action,1002294,2015.09,1002172,1
Adventure,1001122,2015.09,1000964,2
Casual,1000573,2015.09,1000539,3
Indie,1000532,2015.09,1000518,4
Strategy,1000267,2015.09,1000263,7
Simulation,1000218,2015.09,1000215,6
RPG,1000151,2015.09,1000148,8
Free to Play,1000061,2015.09,1000058,9
Violent,1000013,2015.09,1000012,5
Sexual Content,1000011,2015.09,1000011,10
Action,1002172,2015.08,1002166,1
Adventure,1000964,2015.08,1000911,2
Casual,1000539,2015.08,1000515,3
Indie,1000518,2015.08,1000475,4
Strategy,1000263,2015.08,1000261,7
Simulation,1000215,2015.08,1000219,6
RPG,1000148,2015.08,1000145,8
Free to Play,1000058,2015.08,1000053,9
Violent,1000012,2015.08,1000011,5
Sexual Content,1000011,2015.08,1000007,10
Action,1002166,2015.07,1001935,1
Adventure,1000911,2015.07,1000862,2
Casual,1000515,2015.07,1000478,3
Indie,1000475,2015.07,1000451,4
Strategy,1000261,2015.07,1000256,7
Simulation,1000219,2015.07,1000215,6
RPG,1000145,2015.07,1000144,8
Free to Play,1000053,2015.07,1000049,9
Violent,1000011,2015.07,1000011,5
Sexual Content,1000007,2015.07,1000006,10
Action,1001935,2015.06,1001842,1
Adventure,1000862,2015.06,1000829,2
Casual,1000478,2015.06,1000451,3
Indie,1000451,2015.06,1000429,4
Strategy,1000256,2015.06,1000251,7
Simulation,1000215,2015.06,1000211,6
RPG,1000144,2015.06,1000144,8
Free to Play,1000049,2015.06,1000049,9
Violent,1000011,2015.06,1000011,5
Sexual Content,1000006,2015.06,1000006,10
Action,1001842,2015.05,1001751,1
Adventure,1000829,2015.05,1000764,2
Casual,1000451,2015.05,1000427,3
Indie,1000429,2015.05,1000392,4
Strategy,1000251,2015.05,1000251,7
Simulation,1000211,2015.05,1000192,6
RPG,1000144,2015.05,1000137,8
Free to Play,1000049,2015.05,1000046,9
Violent,1000011,2015.05,1000011,5
Sexual Content,1000006,2015.05,1000005,10
Action,1001751,2015.04,1001645,1
Adventure,1000764,2015.04,1000726,2
Casual,1000427,2015.04,1000414,3
Indie,1000392,2015.04,1000373,4
Strategy,1000251,2015.04,1000249,7
Simulation,1000192,2015.04,1000181,6
RPG,1000137,2015.04,1000134,8
Free to Play,1000046,2015.04,1000039,9
Violent,1000011,2015.04,1000011,5
Sexual Content,1000005,2015.04,1000005,10
Action,1001645,2015.03,1001579,1
Adventure,1000726,2015.03,1000692,2
Casual,1000414,2015.03,1000389,3
Indie,1000373,2015.03,1000353,4
Strategy,1000249,2015.03,1000239,7
Simulation,1000181,2015.03,1000169,6
RPG,1000134,2015.03,1000129,8
Free to Play,1000039,2015.03,1000038,9
Violent,1000011,2015.03,1000011,5
Sexual Content,1000005,2015.03,1000005,10
Action,1001579,2015.02,1001512,1
Adventure,1000692,2015.02,1000644,2
Casual,1000389,2015.02,1000371,3
Indie,1000353,2015.02,1000331,4
Strategy,1000239,2015.02,1000235,7
Simulation,1000169,2015.02,1000166,6
RPG,1000129,2015.02,1000129,8
Free to Play,1000038,2015.02,1000036,9
Violent,1000011,2015.02,1000009,5
Sexual Content,1000005,2015.02,1000005,10
Action,1001512,2015.01,1001441,1
Adventure,1000644,2015.01,1000612,2
Casual,1000371,2015.01,1000357,3
Indie,1000331,2015.01,1000317,4
Strategy,1000235,2015.01,1000234,7
Simulation,1000166,2015.01,1000162,6
RPG,1000129,2015.01,1000123,8
Free to Play,1000036,2015.01,1000031,9
Violent,1000009,2015.01,1000009,5
Sexual Content,1000005,2015.01,1000004,10
Action,1001441,2014.12,1001388,1
Adventure,1000612,2014.12,1000571,2
Casual,1000357,2014.12,1000348,3
Indie,1000317,2014.12,1000281,4
Strategy,1000234,2014.12,1000232,7
Simulation,1000162,2014.12,1000158,6
RPG,1000123,2014.12,1000121,8
Free to Play,1000031,2014.12,1000028,9
Violent,1000009,2014.12,1000008,5
Sexual Content,1000004,2014.12,1000003,10
Action,1001388,2014.11,1001336,1
Adventure,1000571,2014.11,1000541,2
Casual,1000348,2014.11,1000339,3
Indie,1000281,2014.11,1000266,4
Strategy,1000232,2014.11,1000226,7
Simulation,1000158,2014.11,1000142,6
RPG,1000121,2014.11,1000118,8
Free to Play,1000028,2014.11,1000028,9
Violent,1000008,2014.11,1000008,5
Sexual Content,1000003,2014.11,1000003,10
Action,1001336,2014.1,1001271,1
Adventure,1000541,2014.1,1000493,2
Casual,1000339,2014.1,1000327,3
Indie,1000266,2014.1,1000247,4
Strategy,1000226,2014.1,1000222,7
Simulation,1000142,2014.1,1000136,6
RPG,1000118,2014.1,1000117,8
Free to Play,1000028,2014.1,1000026,9
Violent,1000008,2014.1,1000008,5
Sexual Content,1000003,2014.1,1000003,10
Action,1001271,2014.09,1001227,1
Adventure,1000493,2014.09,1000473,2
Casual,1000327,2014.09,1000314,3
Indie,1000247,2014.09,1000236,4
Strategy,1000222,2014.09,1000217,7
Simulation,1000136,2014.09,1000128,6
RPG,1000117,2014.09,1000113,8
Free to Play,1000026,2014.09,1000025,9
Violent,1000008,2014.09,1000008,5
Sexual Content,1000003,2014.09,1000003,10
Action,1001227,2014.08,1001179,1
Adventure,1000473,2014.08,1000452,2
Casual,1000314,2014.08,1000294,3
Indie,1000236,2014.08,1000221,4
Strategy,1000217,2014.08,1000214,7
Simulation,1000128,2014.08,1000123,6
RPG,1000113,2014.08,1000111,8
Free to Play,1000025,2014.08,1000021,9
Violent,1000008,2014.08,1000007,5
Sexual Content,1000003,2014.08,1000003,10
Action,1001179,2014.07,1001115,1
Adventure,1000452,2014.07,1000413,2
Casual,1000294,2014.07,1000269,3
Indie,1000221,2014.07,1000215,4
Strategy,1000214,2014.07,1000219,7
Simulation,1000123,2014.07,1000119,6
RPG,1000111,2014.07,1000118,8
Free to Play,1000021,2014.07,1000021,9
Violent,1000007,2014.07,1000007,5
Sexual Content,1000003,2014.07,1000002,10
Action,1001115,2014.06,1001166,1
Adventure,1000413,2014.06,1000388,2
Casual,1000269,2014.06,1000258,3
Strategy,1000219,2014.06,1000217,7
Indie,1000215,2014.06,1000193,4
Simulation,1000119,2014.06,1000111,6
RPG,1000118,2014.06,1000116,8
Free to Play,1000021,2014.06,1000021,9
Violent,1000007,2014.06,1000007,5
Sexual Content,1000002,2014.06,1000002,10
Action,1001166,2014.05,1000979,1
Adventure,1000388,2014.05,1000339,2
Casual,1000258,2014.05,1000237,3
Strategy,1000217,2014.05,1000214,7
Indie,1000193,2014.05,1000173,4
Simulation,1000111,2014.05,1000113,6
RPG,1000116,2014.05,1000112,8
Free to Play,1000021,2014.05,1000018,9
Violent,1000007,2014.05,1000007,5
Sexual Content,1000002,2014.05,1000002,10
Action,1000979,2014.04,1000928,1
Adventure,1000339,2014.04,1000287,2
Casual,1000237,2014.04,1000224,3
Strategy,1000214,2014.04,1000193,7
Indie,1000173,2014.04,1000164,4
Simulation,1000113,2014.04,1000111,6
RPG,1000112,2014.04,1000094,8
Free to Play,1000018,2014.04,1000017,9
Violent,1000007,2014.04,1000007,5
Sexual Content,1000002,2014.04,1000002,10
Action,1000928,2014.03,1000873,1
Adventure,1000287,2014.03,1000271,2
Casual,1000224,2014.03,1000218,3
Strategy,1000193,2014.03,1000191,7
Indie,1000164,2014.03,1000158,4
Simulation,1000111,2014.03,1000097,6
RPG,1000094,2014.03,1000091,8
Free to Play,1000017,2014.03,1000017,9
Violent,1000007,2014.03,1000007,5
Sexual Content,1000002,2014.03,1000001,10
Action,1000873,2014.02,1000829,1
Adventure,1000271,2014.02,1000255,2
Casual,1000218,2014.02,1000196,3
Strategy,1000191,2014.02,1000187,7
Indie,1000158,2014.02,1000148,4
Simulation,1000097,2014.02,1000092,6
RPG,1000091,2014.02,1000091,8
Free to Play,1000017,2014.02,1000016,9
Violent,1000007,2014.02,1000006,5
Sexual Content,1000001,2014.02,1000001,10
Action,1000829,2014.01,1000797,1
Adventure,1000255,2014.01,1000247,2
Casual,1000196,2014.01,1000192,3
Strategy,1000187,2014.01,1000186,7
Indie,1000148,2014.01,1000141,4
Simulation,1000092,2014.01,1000091,6
RPG,1000091,2014.01,1000085,8
Free to Play,1000016,2014.01,1000016,9
Violent,1000006,2014.01,1000006,5
Sexual Content,1000001,2014.01,1000001,10
Action,1000797,2013.12,1000777,1
Adventure,1000247,2013.12,1000235,2
Casual,1000192,2013.12,1000188,3
Strategy,1000186,2013.12,1000185,7
Indie,1000141,2013.12,1000138,4
Simulation,1000091,2013.12,1000088,6
RPG,1000085,2013.12,1000084,8
Free to Play,1000016,2013.12,1000016,9
Violent,1000006,2013.12,1000006,5
Sexual Content,1000001,2013.12,1000001,10
Action,1000777,2013.11,1000751,1
Adventure,1000235,2013.11,1000225,2
Casual,1000188,2013.11,1000175,3
Strategy,1000185,2013.11,1000182,7
Indie,1000138,2013.11,1000133,4
Simulation,1000088,2013.11,1000082,6
RPG,1000084,2013.11,1000083,8
Free to Play,1000016,2013.11,1000015,9
Violent,1000006,2013.11,1000006,5
Sexual Content,1000001,2013.11,1000001,10
Action,1000751,2013.1,1000721,1
Adventure,1000225,2013.1,1000211,2
Strategy,1000182,2013.1,1000182,7
Casual,1000175,2013.1,1000169,3
Indie,1000133,2013.1,1000123,4
RPG,1000083,2013.1,1000082,8
Simulation,1000082,2013.1,1000078,6
Free to Play,1000015,2013.1,1000015,9
Violent,1000006,2013.1,1000006,5
Sexual Content,1000001,2013.1,1000001,10
Action,1000721,2013.09,1000711,1
Adventure,1000211,2013.09,1000211,2
Strategy,1000182,2013.09,1000181,7
Casual,1000169,2013.09,1000168,3
Indie,1000123,2013.09,1000121,4
RPG,1000082,2013.09,1000081,8
Simulation,1000078,2013.09,1000077,6
Free to Play,1000015,2013.09,1000014,9
Violent,1000006,2013.09,1000006,5
Sexual Content,1000001,2013.09,1000001,10
Action,1000711,2013.08,1000682,1
Adventure,1000211,2013.08,1000197,2
Strategy,1000181,2013.08,1000178,7
Casual,1000168,2013.08,1000166,3
Indie,1000121,2013.08,1000118,4
RPG,1000081,2013.08,1000081,8
Simulation,1000077,2013.08,1000076,6
Free to Play,1000014,2013.08,1000013,9
Violent,1000006,2013.08,1000005,5
Sexual Content,1000001,2013.08,1000001,10
Action,1000682,2013.07,1000671,1
Adventure,1000197,2013.07,1000193,2
Strategy,1000178,2013.07,1000178,7
Casual,1000166,2013.07,1000166,3
Indie,1000118,2013.07,1000117,4
RPG,1000081,2013.07,1000079,8
Simulation,1000076,2013.07,1000076,6
Free to Play,1000013,2013.07,1000013,9
Violent,1000005,2013.07,1000005,5
