name,value,year,lastValue,rank
RPG,63,2012.03,63,8
Free to Play,7,2012.03,7,9
Violent,3,2012.03,3,5
Sexual Content,1,2012.03,1,10
Action,456,2012.02,445,1
Strategy,155,2012.02,153,7
Casual,137,2012.02,135,3
Adventure,132,2012.02,131,2
Indie,71,2012.02,71,4
Simulation,68,2012.02,68,6
RPG,63,2012.02,61,8
Free to Play,7,2012.02,5,9
Violent,3,2012.02,3,5
Sexual Content,1,2012.02,1,10
Action,445,2012.01,441,1
Strategy,153,2012.01,153,7
Casual,135,2012.01,134,3
Adventure,131,2012.01,125,2
Indie,71,2012.01,69,4
Simulation,68,2012.01,67,6
RPG,61,2012.01,59,8
Free to Play,5,2012.01,4,9
Violent,3,2012.01,3,5
Sexual Content,1,2012.01,1,10
Action,441,2011.12,436,1
Strategy,153,2011.12,153,7
Casual,134,2011.12,134,3
Adventure,125,2011.12,125,2
Indie,69,2011.12,68,4
Simulation,67,2011.12,67,6
RPG,59,2011.12,59,8
Free to Play,4,2011.12,3,9
Violent,3,2011.12,3,5
Sexual Content,1,2011.12,1,10
Action,436,2011.11,428,1
Strategy,153,2011.11,149,7
Casual,134,2011.11,134,3
Adventure,125,2011.11,121,2
Indie,68,2011.11,66,4
Simulation,67,2011.11,67,6
RPG,59,2011.11,58,8
Violent,3,2011.11,3,5
Free to Play,3,2011.11,3,9
Sexual Content,1,2011.11,1,10
Action,428,2011.1,416,1
Strategy,149,2011.1,147,7
Casual,134,2011.1,131,3
Adventure,121,2011.1,117,2
Simulation,67,2011.1,63,6
Indie,66,2011.1,65,4
RPG,58,2011.1,57,8
Violent,3,2011.1,3,5
Free to Play,3,2011.1,3,9
Sexual Content,1,2011.1,1,10
Action,416,2011.09,413,1
Strategy,147,2011.09,142,7
Casual,131,2011.09,131,3
Adventure,117,2011.09,114,2
Indie,65,2011.09,65,4
Simulation,63,2011.09,62,6
RPG,57,2011.09,53,8
Violent,3,2011.09,3,5
Free to Play,3,2011.09,3,9
Sexual Content,1,2011.09,1,10
Action,413,2011.08,394,1
Strategy,142,2011.08,133,7
Casual,131,2011.08,131,3
Adventure,114,2011.08,119,2
Indie,65,2011.08,62,4
Simulation,62,2011.08,61,6
RPG,53,2011.08,52,8
Violent,3,2011.08,3,5
Free to Play,3,2011.08,3,9
Sexual Content,1,2011.08,1,10
Action,394,2011.07,387,1
Strategy,133,2011.07,132,7
Casual,131,2011.07,128,3
Adventure,119,2011.07,115,2
Indie,62,2011.07,61,4
Simulation,61,2011.07,61,6
RPG,52,2011.07,51,8
Violent,3,2011.07,3,5
Free to Play,3,2011.07,3,9
Sexual Content,1,2011.07,1,10
Action,387,2011.06,379,1
Strategy,132,2011.06,127,7
Casual,128,2011.06,126,3
Adventure,115,2011.06,112,2
Simulation,61,2011.06,59,6
Indie,61,2011.06,59,4
RPG,51,2011.06,51,8
Violent,3,2011.06,3,5
Free to Play,3,2011.06,1,9
Sexual Content,1,2011.06,1,10
Action,379,2011.05,368,1
Strategy,127,2011.05,126,7
Casual,126,2011.05,125,3
Adventure,112,2011.05,97,2
Indie,59,2011.05,54,4
Simulation,59,2011.05,59,6
RPG,51,2011.05,51,8
Violent,3,2011.05,3,5
Free to Play,1,2011.05,1,9
Sexual Content,1,2011.05,1,10
Action,368,2011.04,359,1
Strategy,126,2011.04,124,7
Casual,125,2011.04,124,3
Adventure,97,2011.04,93,2
Simulation,59,2011.04,59,6
Indie,54,2011.04,54,4
RPG,51,2011.04,51,8
Violent,3,2011.04,3,5
Free to Play,1,2011.04,1,9
Sexual Content,1,2011.04,1,10
Action,359,2011.03,351,1
Casual,124,2011.03,122,3
Strategy,124,2011.03,122,7
Adventure,93,2011.03,93,2
Simulation,59,2011.03,58,6
Indie,54,2011.03,51,4
RPG,51,2011.03,49,8
Violent,3,2011.03,3,5
Free to Play,1,2011.03,1,9
Sexual Content,1,2011.03,1,10
Action,351,2011.02,348,1
Casual,122,2011.02,121,3
Strategy,122,2011.02,121,7
Adventure,93,2011.02,92,2
Simulation,58,2011.02,56,6
Indie,51,2011.02,49,4
RPG,49,2011.02,47,8
Violent,3,2011.02,3,5
Free to Play,1,2011.02,1,9
Sexual Content,1,2011.02,1,10
Action,348,2011.01,339,1
Casual,121,2011.01,121,3
Strategy,121,2011.01,121,7
Adventure,92,2011.01,91,2
Simulation,56,2011.01,55,6
Indie,49,2011.01,49,4
RPG,47,2011.01,47,8
Violent,3,2011.01,3,5
Free to Play,1,2011.01,1,9
Sexual Content,1,2011.01,1,10
Action,339,2010.12,335,1
Strategy,121,2010.12,119,7
Casual,121,2010.12,119,3
Adventure,91,2010.12,89,2
Simulation,55,2010.12,55,6
Indie,49,2010.12,49,4
RPG,47,2010.12,47,8
Violent,3,2010.12,3,5
Free to Play,1,2010.12,1,9
Sexual Content,1,2010.12,1,10
Action,335,2010.11,328,1
Casual,119,2010.11,115,3
Strategy,119,2010.11,118,7
Adventure,89,2010.11,87,2
Simulation,55,2010.11,55,6
Indie,49,2010.11,47,4
RPG,47,2010.11,46,8
Violent,3,2010.11,3,5
Free to Play,1,2010.11,1,9
Sexual Content,1,2010.11,1,10
Action,328,2010.1,315,1
Strategy,118,2010.1,117,7
Casual,115,2010.1,115,3
Adventure,87,2010.1,81,2
Simulation,55,2010.1,51,6
Indie,47,2010.1,44,4
RPG,46,2010.1,41,8
Violent,3,2010.1,3,5
Free to Play,1,2010.1,1,9
Sexual Content,1,2010.1,1,10
Action,315,2010.09,319,1
Strategy,117,2010.09,114,7
Casual,115,2010.09,113,3
Adventure,81,2010.09,77,2
Simulation,51,2010.09,49,6
Indie,44,2010.09,42,4
RPG,41,2010.09,39,8
Violent,3,2010.09,3,5
Free to Play,1,2010.09,1,9
Sexual Content,1,2010.09,1,10
Action,319,2010.08,316,1
Strategy,114,2010.08,119,7
Casual,113,2010.08,113,3
Adventure,77,2010.08,74,2
Simulation,49,2010.08,48,6
Indie,42,2010.08,41,4
RPG,39,2010.08,39,8
Violent,3,2010.08,3,5
Free to Play,1,2010.08,1,9
Sexual Content,1,2010.08,1,10
Action,316,2010.07,299,1
Casual,113,2010.07,111,3
Strategy,119,2010.07,114,7
Adventure,74,2010.07,71,2
Simulation,48,2010.07,43,6
Indie,41,2010.07,41,4
RPG,39,2010.07,38,8
Violent,3,2010.07,3,5
Free to Play,1,2010.07,1,9
Sexual Content,1,2010.07,1,10
Action,299,2010.06,291,1
Casual,111,2010.06,118,3
Strategy,114,2010.06,113,7
Adventure,71,2010.06,69,2
Simulation,43,2010.06,41,6
Indie,41,2010.06,39,4
RPG,38,2010.06,37,8
Violent,3,2010.06,3,5
Free to Play,1,2010.06,1,9
Sexual Content,1,2010.06,1,10
Action,291,2010.05,287,1
Casual,118,2010.05,98,3
Strategy,113,2010.05,112,7
Adventure,69,2010.05,69,2
Simulation,41,2010.05,41,6
Indie,39,2010.05,39,4
RPG,37,2010.05,37,8
Violent,3,2010.05,3,5
Free to Play,1,2010.05,1,9
Sexual Content,1,2010.05,1,10
Action,287,2010.04,279,1
Strategy,112,2010.04,111,7
Casual,98,2010.04,85,3
Adventure,69,2010.04,66,2
Simulation,41,2010.04,39,6
Indie,39,2010.04,38,4
RPG,37,2010.04,36,8
Violent,3,2010.04,3,5
Free to Play,1,2010.04,1,9
Sexual Content,1,2010.04,1,10
Action,279,2010.03,271,1
Strategy,111,2010.03,97,7
Casual,85,2010.03,85,3
Adventure,66,2010.03,66,2
Simulation,39,2010.03,38,6
Indie,38,2010.03,37,4
RPG,36,2010.03,32,8
Violent,3,2010.03,3,5
Free to Play,1,2010.03,1,9
Sexual Content,1,2010.03,1,10
Action,271,2010.02,264,1
Strategy,97,2010.02,93,7
Casual,85,2010.02,73,3
Adventure,66,2010.02,64,2
Simulation,38,2010.02,38,6
Indie,37,2010.02,36,4
RPG,32,2010.02,32,8
Violent,3,2010.02,3,5
Free to Play,1,2010.02,1,9
Sexual Content,1,2010.02,1,10
Action,264,2010.01,258,1
Strategy,93,2010.01,93,7
Casual,73,2010.01,72,3
Adventure,64,2010.01,62,2
Simulation,38,2010.01,36,6
Indie,36,2010.01,36,4
RPG,32,2010.01,31,8
Violent,3,2010.01,3,5
Free to Play,1,2010.01,1,9
Sexual Content,1,2010.01,1,10
Action,258,2009.12,252,1
Strategy,93,2009.12,91,7
Casual,72,2009.12,69,3
Adventure,62,2009.12,58,2
Indie,36,2009.12,36,4
Simulation,36,2009.12,32,6
RPG,31,2009.12,31,8
Violent,3,2009.12,3,5
Free to Play,1,2009.12,1,9
Sexual Content,1,2009.12,1,10
Action,252,2009.11,241,1
Strategy,91,2009.11,84,7
Casual,69,2009.11,69,3
Adventure,58,2009.11,55,2
Indie,36,2009.11,33,4
Simulation,32,2009.11,31,6
RPG,31,2009.11,24,8
Violent,3,2009.11,3,5
Free to Play,1,2009.11,1,9
Sexual Content,1,2009.11,1,10
Action,241,2009.1,232,1
Strategy,84,2009.1,81,7
Casual,69,2009.1,65,3
Adventure,55,2009.1,45,2
Indie,33,2009.1,31,4
Simulation,31,2009.1,29,6
RPG,24,2009.1,22,8
Violent,3,2009.1,3,5
Free to Play,1,2009.1,1,9
Sexual Content,1,2009.1,1,10
Action,232,2009.09,218,1
Strategy,81,2009.09,78,7
Casual,65,2009.09,64,3
Adventure,45,2009.09,42,2
Indie,31,2009.09,29,4
Simulation,29,2009.09,27,6
RPG,22,2009.09,22,8
Violent,3,2009.09,3,5
Free to Play,1,2009.09,1,9
Sexual Content,1,2009.09,1,10
Action,218,2009.08,216,1
Strategy,78,2009.08,75,7
Casual,64,2009.08,62,3
Adventure,42,2009.08,36,2
Indie,29,2009.08,28,4
Simulation,27,2009.08,19,6
RPG,22,2009.08,21,8
Violent,3,2009.08,3,5
Free to Play,1,2009.08,1,9
Sexual Content,1,2009.08,1,10
Action,216,2009.07,191,1
Strategy,75,2009.07,72,7
Casual,62,2009.07,53,3
Adventure,36,2009.07,21,2
Indie,28,2009.07,26,4
RPG,21,2009.07,21,8
Simulation,19,2009.07,17,6
Violent,3,2009.07,3,5
Free to Play,1,2009.07,1,9
Sexual Content,1,2009.07,1,10
Action,191,2009.06,177,1
Strategy,72,2009.06,69,7
Casual,53,2009.06,53,3
Indie,26,2009.06,25,4
Adventure,21,2009.06,17,2
RPG,21,2009.06,18,8
Simulation,17,2009.06,12,6
Violent,3,2009.06,3,5
Free to Play,1,2009.06,1,9
Sexual Content,1,2009.06,1,10
Action,177,2009.05,167,1
Strategy,69,2009.05,67,7
Casual,53,2009.05,49,3
Indie,25,2009.05,25,4
RPG,18,2009.05,15,8
Adventure,17,2009.05,17,2
Simulation,12,2009.05,11,6
Violent,3,2009.05,3,5
Free to Play,1,2009.05,1,9
Sexual Content,1,2009.05,1,10
Action,167,2009.04,165,1
Strategy,67,2009.04,65,7
Casual,49,2009.04,43,3
Indie,25,2009.04,24,4
Adventure,17,2009.04,17,2
RPG,15,2009.04,13,8
Simulation,11,2009.04,11,6
Violent,3,2009.04,3,5
Free to Play,1,2009.04,1,9
Sexual Content,1,2009.04,1,10
Action,165,2009.03,157,1
Strategy,65,2009.03,64,7
Casual,43,2009.03,42,3
Indie,24,2009.03,21,4
Adventure,17,2009.03,15,2
RPG,13,2009.03,12,8
Simulation,11,2009.03,11,6
Violent,3,2009.03,3,5
Free to Play,1,2009.03,1,9
Sexual Content,1,2009.03,1,10
Action,157,2009.02,154,1
Strategy,64,2009.02,57,7
Casual,42,2009.02,39,3
Indie,21,2009.02,19,4
Adventure,15,2009.02,15,2
RPG,12,2009.02,11,8
Simulation,11,2009.02,9,6
Violent,3,2009.02,3,5
Free to Play,1,2009.02,1,9
Sexual Content,1,2009.02,1,10
Action,154,2009.01,151,1
Strategy,57,2009.01,54,7
Casual,39,2009.01,38,3
Indie,19,2009.01,17,4
Adventure,15,2009.01,15,2
RPG,11,2009.01,11,8
Simulation,9,2009.01,9,6
Violent,3,2009.01,3,5
Free to Play,1,2009.01,1,9
Sexual Content,1,2009.01,1,10
